RF,nodes Count,accuracy,
RF_20_t19_pruned_with_sigma_0_1,49,0.8445354968519574,
RF_20_t19_pruned_with_sigma_0_2,58,0.8458606401945182,
RF_20_t19_pruned_with_sigma_0_3,57,0.8810861071433213,
RF_20_t20,1,0.6059553473007412,
RF_20_t20_pruned_with_sigma_0_0,29,0.8921643338425493,
RF_20_t20_pruned_with_sigma_0_1,44,0.8730277327832381,
RF_20_t20_pruned_with_sigma_0_2,53,0.8845468862794025,
RF_20_t20_pruned_with_sigma_0_3,54,0.894774922938236,
RF_20_t21,1,0.6059553473007412,
RF_20_t21_pruned_with_sigma_0_0,24,0.900215146757026,
RF_20_t21_pruned_with_sigma_0_1,40,0.892600062145631,
RF_20_t21_pruned_with_sigma_0_2,46,0.882830438126699,
RF_20_t21_pruned_with_sigma_0_3,50,0.8930386259908152,
RF_20_t22,1,0.6059553473007412,
RF_20_t22_pruned_with_sigma_0_0,19,0.8819533104363309,
RF_20_t22_pruned_with_sigma_0_1,37,0.8891194342148324,
RF_20_t22_pruned_with_sigma_0_2,43,0.8687049488480019,
RF_20_t22_pruned_with_sigma_0_3,45,0.8776078421642748,
RF_20_t23,1,0.6059553473007412,
RF_20_t23_pruned_with_sigma_0_0,18,0.8778235796592387,
RF_20_t23_pruned_with_sigma_0_1,32,0.8919490689379359,
RF_20_t23_pruned_with_sigma_0_2,37,0.8487129592544415,
RF_20_t23_pruned_with_sigma_0_3,39,0.851756441111107,
RF_20_t24,1,0.6059553473007412,
RF_20_t24_pruned_with_sigma_0_0,8,0.7758988373095905,
RF_20_t24_pruned_with_sigma_0_1,28,0.8973845668532217,
RF_20_t24_pruned_with_sigma_0_2,32,0.8382814724497548,
RF_20_t24_pruned_with_sigma_0_3,33,0.8630485149438976,
RF_20_t25,1,0.6059553473007412,
RF_20_t25_pruned_with_sigma_0_0,4,0.6387982499979324,
RF_20_t25_pruned_with_sigma_0_1,19,0.9030386378055739,
RF_20_t25_pruned_with_sigma_0_2,26,0.897606448022741,
RF_20_t25_pruned_with_sigma_0_3,27,0.8272013553891251,
RF_5,1203,0.9156506564870706,
RF_10,5775,0.924123965174817,
RF_15,10163,0.9276003397924619,
RF_20,12629,0.928251333000157,
