Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,941.0,80.0,0,0.922,0.078,
0,2,1847.0,1733.0,0,0.516,0.484,
0,3,0.0,0.0,0,0,0,
0,4,0.0,0.0,0,0,0,
1,0,0.0,0.0,0,0,0,
1,1,653.0,81.0,0,0.89,0.11,
1,2,2135.0,1732.0,0,0.552,0.448,
1,3,0.0,0.0,0,0,0,
1,4,0.0,0.0,0,0,0,
2,0,0.0,0.0,0,0,0,
2,1,2142.0,1812.0,0,0.542,0.458,
2,2,646.0,1.0,0,0.998,0.002,
2,3,0.0,0.0,0,0,0,
2,4,0.0,0.0,0,0,0,
3,0,0.0,0.0,0,0,0,
3,1,1443.0,207.0,0,0.875,0.125,
3,2,1345.0,1606.0,1,0.456,0.544,
3,3,0.0,0.0,0,0,0,
3,4,0.0,0.0,0,0,0,
4,0,0.0,0.0,0,0,0,
4,1,2389.0,1723.0,0,0.581,0.419,
4,2,399.0,90.0,0,0.816,0.184,
4,3,0.0,0.0,0,0,0,
4,4,0.0,0.0,0,0,0,
5,0,0.0,0.0,0,0,0,
5,1,2533.0,1772.0,0,0.588,0.412,
5,2,255.0,41.0,0,0.861,0.139,
5,3,0.0,0.0,0,0,0,
5,4,0.0,0.0,0,0,0,
6,0,0.0,0.0,0,0,0,
6,1,2450.0,1756.0,0,0.583,0.417,
6,2,338.0,57.0,0,0.856,0.144,
6,3,0.0,0.0,0,0,0,
6,4,0.0,0.0,0,0,0,
7,0,0.0,0.0,0,0,0,
7,1,2073.0,1274.0,0,0.619,0.381,
7,2,715.0,539.0,0,0.57,0.43,
7,3,0.0,0.0,0,0,0,
7,4,0.0,0.0,0,0,0,
8,0,0.0,0.0,0,0,0,
8,1,2118.0,355.0,0,0.856,0.144,
8,2,670.0,1458.0,1,0.315,0.685,
8,3,0.0,0.0,0,0,0,
8,4,0.0,0.0,0,0,0,
9,0,0.0,0.0,0,0,0,
9,1,2743.0,1674.0,0,0.621,0.379,
9,2,45.0,139.0,1,0.245,0.755,
9,3,0.0,0.0,0,0,0,
9,4,0.0,0.0,0,0,0,
10,0,0.0,0.0,0,0,0,
10,1,2283.0,794.0,0,0.742,0.258,
10,2,505.0,1019.0,1,0.331,0.669,
10,3,0.0,0.0,0,0,0,
10,4,0.0,0.0,0,0,0,
11,0,0.0,0.0,0,0,0,
11,1,2004.0,1791.0,0,0.528,0.472,
11,2,784.0,22.0,0,0.973,0.027,
11,3,0.0,0.0,0,0,0,
11,4,0.0,0.0,0,0,0,
12,0,0.0,0.0,0,0,0,
12,1,2583.0,745.0,0,0.776,0.224,
12,2,205.0,1068.0,1,0.161,0.839,
12,3,0.0,0.0,0,0,0,
12,4,0.0,0.0,0,0,0,
13,0,0.0,0.0,0,0,0,
13,1,2365.0,1788.0,0,0.569,0.431,
13,2,423.0,25.0,0,0.944,0.056,
13,3,0.0,0.0,0,0,0,
13,4,0.0,0.0,0,0,0,
14,0,0.0,0.0,0,0,0,
14,1,1914.0,1795.0,0,0.516,0.484,
14,2,874.0,18.0,0,0.98,0.02,
14,3,0.0,0.0,0,0,0,
14,4,0.0,0.0,0,0,0,
15,0,0.0,0.0,0,0,0,
15,1,2440.0,1215.0,0,0.668,0.332,
15,2,348.0,598.0,1,0.368,0.632,
15,3,0.0,0.0,0,0,0,
15,4,0.0,0.0,0,0,0,
16,0,0.0,0.0,0,0,0,
16,1,2374.0,1711.0,0,0.581,0.419,
16,2,414.0,102.0,0,0.802,0.198,
16,3,0.0,0.0,0,0,0,
16,4,0.0,0.0,0,0,0,
17,0,0.0,0.0,0,0,0,
17,1,2530.0,1390.0,0,0.645,0.355,
17,2,258.0,423.0,1,0.379,0.621,
17,3,0.0,0.0,0,0,0,
17,4,0.0,0.0,0,0,0,
18,0,0.0,0.0,0,0,0,
18,1,1449.0,299.0,0,0.829,0.171,
18,2,1339.0,1514.0,1,0.469,0.531,
18,3,0.0,0.0,0,0,0,
18,4,0.0,0.0,0,0,0,
19,0,0.0,0.0,0,0,0,
19,1,1268.0,174.0,0,0.879,0.121,
19,2,1520.0,1639.0,1,0.481,0.519,
19,3,0.0,0.0,0,0,0,
19,4,0.0,0.0,0,0,0,
20,0,0.0,0.0,0,0,0,
20,1,2419.0,1789.0,0,0.575,0.425,
20,2,369.0,24.0,0,0.939,0.061,
20,3,0.0,0.0,0,0,0,
20,4,0.0,0.0,0,0,0,
21,0,0.0,0.0,0,0,0,
21,1,1904.0,603.0,0,0.759,0.241,
21,2,884.0,1210.0,1,0.422,0.578,
21,3,0.0,0.0,0,0,0,
21,4,0.0,0.0,0,0,0,
22,0,0.0,0.0,0,0,0,
22,1,2661.0,834.0,0,0.761,0.239,
22,2,127.0,979.0,1,0.115,0.885,
22,3,0.0,0.0,0,0,0,
22,4,0.0,0.0,0,0,0,
23,0,0.0,0.0,0,0,0,
23,1,2771.0,1773.0,0,0.61,0.39,
23,2,17.0,40.0,1,0.298,0.702,
23,3,0.0,0.0,0,0,0,
23,4,0.0,0.0,0,0,0,
24,0,0.0,0.0,0,0,0,
24,1,2201.0,540.0,0,0.803,0.197,
24,2,587.0,1273.0,1,0.316,0.684,
24,3,0.0,0.0,0,0,0,
24,4,0.0,0.0,0,0,0,
25,0,0.0,0.0,0,0,0,
25,1,2453.0,1753.0,0,0.583,0.417,
25,2,335.0,60.0,0,0.848,0.152,
25,3,0.0,0.0,0,0,0,
25,4,0.0,0.0,0,0,0,
26,0,0.0,0.0,0,0,0,
26,1,2688.0,1428.0,0,0.653,0.347,
26,2,100.0,385.0,1,0.206,0.794,
26,3,0.0,0.0,0,0,0,
26,4,0.0,0.0,0,0,0,
27,0,0.0,0.0,0,0,0,
27,1,2245.0,417.0,0,0.843,0.157,
27,2,543.0,1396.0,1,0.28,0.72,
27,3,0.0,0.0,0,0,0,
27,4,0.0,0.0,0,0,0,
28,0,0.0,0.0,0,0,0,
28,1,1259.0,647.0,0,0.661,0.339,
28,2,1529.0,1166.0,0,0.567,0.433,
28,3,0.0,0.0,0,0,0,
28,4,0.0,0.0,0,0,0,
29,0,0.0,0.0,0,0,0,
29,1,2694.0,1813.0,0,0.598,0.402,
29,2,94.0,0.0,0,1.0,0.0,
29,3,0.0,0.0,0,0,0,
29,4,0.0,0.0,0,0,0,
30,0,0.0,0.0,0,0,0,
30,1,1583.0,1204.0,0,0.568,0.432,
30,2,1205.0,609.0,0,0.664,0.336,
30,3,0.0,0.0,0,0,0,
30,4,0.0,0.0,0,0,0,
31,0,0.0,0.0,0,0,0,
31,1,2327.0,512.0,0,0.82,0.18,
31,2,461.0,1301.0,1,0.262,0.738,
31,3,0.0,0.0,0,0,0,
31,4,0.0,0.0,0,0,0,
32,0,0.0,0.0,0,0,0,
32,1,2306.0,989.0,0,0.7,0.3,
32,2,482.0,824.0,1,0.369,0.631,
32,3,0.0,0.0,0,0,0,
32,4,0.0,0.0,0,0,0,
33,0,0.0,0.0,0,0,0,
33,1,2781.0,1730.0,0,0.616,0.384,
33,2,7.0,83.0,1,0.078,0.922,
33,3,0.0,0.0,0,0,0,
33,4,0.0,0.0,0,0,0,
34,0,0.0,0.0,0,0,0,
34,1,2381.0,1658.0,0,0.59,0.41,
34,2,407.0,155.0,0,0.724,0.276,
34,3,0.0,0.0,0,0,0,
34,4,0.0,0.0,0,0,0,
35,0,0.0,0.0,0,0,0,
35,1,2522.0,1193.0,0,0.679,0.321,
35,2,266.0,620.0,1,0.3,0.7,
35,3,0.0,0.0,0,0,0,
35,4,0.0,0.0,0,0,0,
36,0,0.0,0.0,0,0,0,
36,1,918.0,78.0,0,0.922,0.078,
36,2,1870.0,1735.0,0,0.519,0.481,
36,3,0.0,0.0,0,0,0,
36,4,0.0,0.0,0,0,0,
37,0,0.0,0.0,0,0,0,
37,1,1210.0,220.0,0,0.846,0.154,
37,2,1578.0,1593.0,1,0.498,0.502,
37,3,0.0,0.0,0,0,0,
37,4,0.0,0.0,0,0,0,
38,0,0.0,0.0,0,0,0,
38,1,1440.0,239.0,0,0.858,0.142,
38,2,1348.0,1574.0,1,0.461,0.539,
38,3,0.0,0.0,0,0,0,
38,4,0.0,0.0,0,0,0,
39,0,0.0,0.0,0,0,0,
39,1,2025.0,1487.0,0,0.577,0.423,
39,2,763.0,326.0,0,0.701,0.299,
39,3,0.0,0.0,0,0,0,
39,4,0.0,0.0,0,0,0,
40,0,0.0,0.0,0,0,0,
40,1,2407.0,972.0,0,0.712,0.288,
40,2,381.0,841.0,1,0.312,0.688,
40,3,0.0,0.0,0,0,0,
40,4,0.0,0.0,0,0,0,
41,0,0.0,0.0,0,0,0,
41,1,2346.0,1051.0,0,0.691,0.309,
41,2,442.0,762.0,1,0.367,0.633,
41,3,0.0,0.0,0,0,0,
41,4,0.0,0.0,0,0,0,
42,0,0.0,0.0,0,0,0,
42,1,2774.0,1526.0,0,0.645,0.355,
42,2,14.0,287.0,1,0.047,0.953,
42,3,0.0,0.0,0,0,0,
42,4,0.0,0.0,0,0,0,
43,0,0.0,0.0,0,0,0,
43,1,2777.0,1733.0,0,0.616,0.384,
43,2,11.0,80.0,1,0.121,0.879,
43,3,0.0,0.0,0,0,0,
43,4,0.0,0.0,0,0,0,
44,0,0.0,0.0,0,0,0,
44,1,2780.0,1568.0,0,0.639,0.361,
44,2,8.0,245.0,1,0.032,0.968,
44,3,0.0,0.0,0,0,0,
44,4,0.0,0.0,0,0,0,
45,0,0.0,0.0,0,0,0,
45,1,1753.0,1774.0,1,0.497,0.503,
45,2,1035.0,39.0,0,0.964,0.036,
45,3,0.0,0.0,0,0,0,
45,4,0.0,0.0,0,0,0,
46,0,0.0,0.0,0,0,0,
46,1,1826.0,403.0,0,0.819,0.181,
46,2,962.0,1410.0,1,0.406,0.594,
46,3,0.0,0.0,0,0,0,
