Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2268.0,783.0,0,0.743,0.257,
0,2,520.0,1030.0,1,0.335,0.665,
1,0,0.0,0.0,0,0,0,
1,1,1396.0,224.0,0,0.862,0.138,
1,2,1392.0,1589.0,1,0.467,0.533,
2,0,0.0,0.0,0,0,0,
2,1,669.0,85.0,0,0.887,0.113,
2,2,2119.0,1728.0,0,0.551,0.449,
3,0,0.0,0.0,0,0,0,
3,1,1295.0,149.0,0,0.897,0.103,
3,2,1493.0,1664.0,1,0.473,0.527,
4,0,0.0,0.0,0,0,0,
4,1,2157.0,368.0,0,0.854,0.146,
4,2,631.0,1445.0,1,0.304,0.696,
5,0,0.0,0.0,0,0,0,
5,1,1844.0,1395.0,0,0.569,0.431,
5,2,944.0,418.0,0,0.693,0.307,
6,0,0.0,0.0,0,0,0,
6,1,1775.0,776.0,0,0.696,0.304,
6,2,1013.0,1037.0,1,0.494,0.506,
7,0,0.0,0.0,0,0,0,
7,1,1093.0,108.0,0,0.91,0.09,
7,2,1695.0,1705.0,1,0.499,0.501,
8,0,0.0,0.0,0,0,0,
8,1,2314.0,1628.0,0,0.587,0.413,
8,2,474.0,185.0,0,0.719,0.281,
9,0,0.0,0.0,0,0,0,
9,1,2624.0,1806.0,0,0.592,0.408,
9,2,164.0,7.0,0,0.959,0.041,
10,0,0.0,0.0,0,0,0,
10,1,2349.0,1784.0,0,0.568,0.432,
10,2,439.0,29.0,0,0.938,0.062,
11,0,0.0,0.0,0,0,0,
11,1,1250.0,639.0,0,0.662,0.338,
11,2,1538.0,1174.0,0,0.567,0.433,
12,0,0.0,0.0,0,0,0,
12,1,2661.0,834.0,0,0.761,0.239,
12,2,127.0,979.0,1,0.115,0.885,
13,0,0.0,0.0,0,0,0,
13,1,2768.0,1311.0,0,0.679,0.321,
13,2,20.0,502.0,1,0.038,0.962,
14,0,0.0,0.0,0,0,0,
14,1,1772.0,493.0,0,0.782,0.218,
14,2,1016.0,1320.0,1,0.435,0.565,
15,0,0.0,0.0,0,0,0,
15,1,1964.0,458.0,0,0.811,0.189,
15,2,824.0,1355.0,1,0.378,0.622,
16,0,0.0,0.0,0,0,0,
16,1,2509.0,1370.0,0,0.647,0.353,
16,2,279.0,443.0,1,0.386,0.614,
17,0,0.0,0.0,0,0,0,
17,1,48.0,6.0,0,0.889,0.111,
17,2,2740.0,1807.0,0,0.603,0.397,
18,0,0.0,0.0,0,0,0,
18,1,2655.0,1141.0,0,0.699,0.301,
18,2,133.0,672.0,1,0.165,0.835,
19,0,0.0,0.0,0,0,0,
19,1,1826.0,403.0,0,0.819,0.181,
19,2,962.0,1410.0,1,0.406,0.594,
20,0,0.0,0.0,0,0,0,
20,1,2276.0,1554.0,0,0.594,0.406,
20,2,512.0,259.0,0,0.664,0.336,
21,0,0.0,0.0,0,0,0,
21,1,2735.0,1459.0,0,0.652,0.348,
21,2,53.0,354.0,1,0.13,0.87,
22,0,0.0,0.0,0,0,0,
22,1,1443.0,207.0,0,0.875,0.125,
22,2,1345.0,1606.0,1,0.456,0.544,
23,0,0.0,0.0,0,0,0,
23,1,1969.0,1355.0,0,0.592,0.408,
23,2,819.0,458.0,0,0.641,0.359,
24,0,0.0,0.0,0,0,0,
24,1,2307.0,497.0,0,0.823,0.177,
24,2,481.0,1316.0,1,0.268,0.732,
25,0,0.0,0.0,0,0,0,
25,1,2586.0,1268.0,0,0.671,0.329,
25,2,202.0,545.0,1,0.27,0.73,
26,0,0.0,0.0,0,0,0,
26,1,2252.0,682.0,0,0.768,0.232,
26,2,536.0,1131.0,1,0.322,0.678,
27,0,0.0,0.0,0,0,0,
27,1,2598.0,915.0,0,0.74,0.26,
27,2,190.0,898.0,1,0.175,0.825,
28,0,0.0,0.0,0,0,0,
28,1,1748.0,1766.0,1,0.497,0.503,
28,2,1040.0,47.0,0,0.957,0.043,
29,0,0.0,0.0,0,0,0,
29,1,2174.0,679.0,0,0.762,0.238,
29,2,614.0,1134.0,1,0.351,0.649,
30,0,0.0,0.0,0,0,0,
30,1,2290.0,1690.0,0,0.575,0.425,
30,2,498.0,123.0,0,0.802,0.198,
31,0,0.0,0.0,0,0,0,
31,1,2459.0,1723.0,0,0.588,0.412,
31,2,329.0,90.0,0,0.785,0.215,
32,0,0.0,0.0,0,0,0,
32,1,2315.0,1004.0,0,0.697,0.303,
32,2,473.0,809.0,1,0.369,0.631,
33,0,0.0,0.0,0,0,0,
33,1,2129.0,1591.0,0,0.572,0.428,
33,2,659.0,222.0,0,0.748,0.252,
34,0,0.0,0.0,0,0,0,
34,1,2375.0,1788.0,0,0.571,0.429,
34,2,413.0,25.0,0,0.943,0.057,
35,0,0.0,0.0,0,0,0,
35,1,2249.0,747.0,0,0.751,0.249,
35,2,539.0,1066.0,1,0.336,0.664,
36,0,0.0,0.0,0,0,0,
36,1,2060.0,1712.0,0,0.546,0.454,
36,2,728.0,101.0,0,0.878,0.122,
37,0,0.0,0.0,0,0,0,
37,1,2734.0,1132.0,0,0.707,0.293,
37,2,54.0,681.0,1,0.073,0.927,
38,0,0.0,0.0,0,0,0,
38,1,257.0,9.0,0,0.966,0.034,
38,2,2531.0,1804.0,0,0.584,0.416,
39,0,0.0,0.0,0,0,0,
39,1,2595.0,1223.0,0,0.68,0.32,
39,2,193.0,590.0,1,0.246,0.754,
40,0,0.0,0.0,0,0,0,
40,1,1370.0,868.0,0,0.612,0.388,
40,2,1418.0,945.0,0,0.6,0.4,
41,0,0.0,0.0,0,0,0,
41,1,2495.0,1756.0,0,0.587,0.413,
41,2,293.0,57.0,0,0.837,0.163,
42,0,0.0,0.0,0,0,0,
42,1,1758.0,1775.0,1,0.498,0.502,
42,2,1030.0,38.0,0,0.964,0.036,
43,0,0.0,0.0,0,0,0,
43,1,2318.0,986.0,0,0.702,0.298,
43,2,470.0,827.0,1,0.362,0.638,
44,0,0.0,0.0,0,0,0,
44,1,2344.0,1796.0,0,0.566,0.434,
44,2,444.0,17.0,0,0.963,0.037,
45,0,0.0,0.0,0,0,0,
45,1,2547.0,1287.0,0,0.664,0.336,
45,2,241.0,526.0,1,0.314,0.686,
46,0,0.0,0.0,0,0,0,
46,1,2173.0,503.0,0,0.812,0.188,
46,2,615.0,1310.0,1,0.319,0.681,
47,0,0.0,0.0,0,0,0,
47,1,2034.0,1491.0,0,0.577,0.423,
47,2,754.0,322.0,0,0.701,0.299,
48,0,0.0,0.0,0,0,0,
48,1,17.0,5.0,0,0.773,0.227,
48,2,2771.0,1808.0,0,0.605,0.395,
49,0,0.0,0.0,0,0,0,
49,1,574.0,37.0,0,0.939,0.061,
49,2,2214.0,1776.0,0,0.555,0.445,
50,0,0.0,0.0,0,0,0,
50,1,1456.0,1014.0,0,0.589,0.411,
50,2,1332.0,799.0,0,0.625,0.375,
51,0,0.0,0.0,0,0,0,
51,1,208.0,8.0,0,0.963,0.037,
51,2,2580.0,1805.0,0,0.588,0.412,
52,0,0.0,0.0,0,0,0,
52,1,1728.0,369.0,0,0.824,0.176,
52,2,1060.0,1444.0,1,0.423,0.577,
53,0,0.0,0.0,0,0,0,
53,1,2216.0,405.0,0,0.845,0.155,
53,2,572.0,1408.0,1,0.289,0.711,
54,0,0.0,0.0,0,0,0,
54,1,2118.0,355.0,0,0.856,0.144,
54,2,670.0,1458.0,1,0.315,0.685,
55,0,0.0,0.0,0,0,0,
55,1,2570.0,1189.0,0,0.684,0.316,
55,2,218.0,624.0,1,0.259,0.741,
56,0,0.0,0.0,0,0,0,
56,1,2604.0,1448.0,0,0.643,0.357,
56,2,184.0,365.0,1,0.335,0.665,
57,0,0.0,0.0,0,0,0,
57,1,2727.0,1223.0,0,0.69,0.31,
57,2,61.0,590.0,1,0.094,0.906,
58,0,0.0,0.0,0,0,0,
58,1,2001.0,1451.0,0,0.58,0.42,
58,2,787.0,362.0,0,0.685,0.315,
59,0,0.0,0.0,0,0,0,
59,1,1334.0,782.0,0,0.63,0.37,
59,2,1454.0,1031.0,0,0.585,0.415,
60,0,0.0,0.0,0,0,0,
60,1,2494.0,1733.0,0,0.59,0.41,
60,2,294.0,80.0,0,0.786,0.214,
61,0,0.0,0.0,0,0,0,
61,1,2550.0,724.0,0,0.779,0.221,
61,2,238.0,1089.0,1,0.179,0.821,
62,0,0.0,0.0,0,0,0,
62,1,2748.0,1149.0,0,0.705,0.295,
62,2,40.0,664.0,1,0.057,0.943,
63,0,0.0,0.0,0,0,0,
63,1,2584.0,1364.0,0,0.655,0.345,
63,2,204.0,449.0,1,0.312,0.688,
64,0,0.0,0.0,0,0,0,
64,1,2319.0,661.0,0,0.778,0.222,
64,2,469.0,1152.0,1,0.289,0.711,
65,0,0.0,0.0,0,0,0,
65,1,2098.0,1811.0,0,0.537,0.463,
65,2,690.0,2.0,0,0.997,0.003,
66,0,0.0,0.0,0,0,0,
66,1,2782.0,1810.0,0,0.606,0.394,
66,2,6.0,3.0,0,0.667,0.333,
67,0,0.0,0.0,0,0,0,
67,1,2648.0,1115.0,0,0.704,0.296,
67,2,140.0,698.0,1,0.167,0.833,
68,0,0.0,0.0,0,0,0,
68,1,2780.0,1795.0,0,0.608,0.392,
68,2,8.0,18.0,1,0.308,0.692,
69,0,0.0,0.0,0,0,0,
69,1,2065.0,1714.0,0,0.546,0.454,
69,2,723.0,99.0,0,0.88,0.12,
70,0,0.0,0.0,0,0,0,
70,1,2418.0,611.0,0,0.798,0.202,
70,2,370.0,1202.0,1,0.235,0.765,
71,0,0.0,0.0,0,0,0,
71,1,2638.0,801.0,0,0.767,0.233,
71,2,150.0,1012.0,1,0.129,0.871,
72,0,0.0,0.0,0,0,0,
72,1,1748.0,1763.0,1,0.498,0.502,
72,2,1040.0,50.0,0,0.954,0.046,
73,0,0.0,0.0,0,0,0,
73,1,710.0,103.0,0,0.873,0.127,
73,2,2078.0,1710.0,0,0.549,0.451,
74,0,0.0,0.0,0,0,0,
74,1,1861.0,428.0,0,0.813,0.187,
74,2,927.0,1385.0,1,0.401,0.599,
75,0,0.0,0.0,0,0,0,
75,1,2009.0,1468.0,0,0.578,0.422,
75,2,779.0,345.0,0,0.693,0.307,
76,0,0.0,0.0,0,0,0,
76,1,2019.0,1794.0,0,0.53,0.47,
76,2,769.0,19.0,0,0.976,0.024,
77,0,0.0,0.0,0,0,0,
77,1,2689.0,1489.0,0,0.644,0.356,
77,2,99.0,324.0,1,0.234,0.766,
78,0,0.0,0.0,0,0,0,
78,1,2078.0,1805.0,0,0.535,0.465,
78,2,710.0,8.0,0,0.989,0.011,
79,0,0.0,0.0,0,0,0,
79,1,2676.0,1216.0,0,0.688,0.312,
79,2,112.0,597.0,1,0.158,0.842,
80,0,0.0,0.0,0,0,0,
80,1,2336.0,863.0,0,0.73,0.27,
80,2,452.0,950.0,1,0.322,0.678,
81,0,0.0,0.0,0,0,0,
81,1,2092.0,527.0,0,0.799,0.201,
81,2,696.0,1286.0,1,0.351,0.649,
82,0,0.0,0.0,0,0,0,
82,1,1781.0,1778.0,0,0.5,0.5,
82,2,1007.0,35.0,0,0.966,0.034,
83,0,0.0,0.0,0,0,0,
83,1,2091.0,1552.0,0,0.574,0.426,
83,2,697.0,261.0,0,0.728,0.272,
84,0,0.0,0.0,0,0,0,
84,1,2486.0,723.0,0,0.775,0.225,
84,2,302.0,1090.0,1,0.217,0.783,
85,0,0.0,0.0,0,0,0,
85,1,2363.0,1788.0,0,0.569,0.431,
85,2,425.0,25.0,0,0.944,0.056,
86,0,0.0,0.0,0,0,0,
86,1,2446.0,649.0,0,0.79,0.21,
86,2,342.0,1164.0,1,0.227,0.773,
87,0,0.0,0.0,0,0,0,
87,1,2709.0,989.0,0,0.733,0.267,
87,2,79.0,824.0,1,0.087,0.913,
88,0,0.0,0.0,0,0,0,
88,1,2593.0,1811.0,0,0.589,0.411,
88,2,195.0,2.0,0,0.99,0.01,
89,0,0.0,0.0,0,0,0,
89,1,2048.0,304.0,0,0.871,0.129,
89,2,740.0,1509.0,1,0.329,0.671,
90,0,0.0,0.0,0,0,0,
90,1,2245.0,417.0,0,0.843,0.157,
90,2,543.0,1396.0,1,0.28,0.72,
91,0,0.0,0.0,0,0,0,
91,1,2748.0,1261.0,0,0.685,0.315,
91,2,40.0,552.0,1,0.068,0.932,
92,0,0.0,0.0,0,0,0,
92,1,2748.0,1102.0,0,0.714,0.286,
92,2,40.0,711.0,1,0.053,0.947,
93,0,0.0,0.0,0,0,0,
93,1,2019.0,1805.0,0,0.528,0.472,
93,2,769.0,8.0,0,0.99,0.01,
94,0,0.0,0.0,0,0,0,
94,1,331.0,18.0,0,0.948,0.052,
94,2,2457.0,1795.0,0,0.578,0.422,
95,0,0.0,0.0,0,0,0,
95,1,2060.0,1712.0,0,0.546,0.454,
95,2,728.0,101.0,0,0.878,0.122,
96,0,0.0,0.0,0,0,0,
96,1,2381.0,1658.0,0,0.59,0.41,
96,2,407.0,155.0,0,0.724,0.276,
97,0,0.0,0.0,0,0,0,
97,1,1791.0,1376.0,0,0.566,0.434,
97,2,997.0,437.0,0,0.695,0.305,
98,0,0.0,0.0,0,0,0,
98,1,1271.0,677.0,0,0.652,0.348,
98,2,1517.0,1136.0,0,0.572,0.428,
99,0,0.0,0.0,0,0,0,
99,1,2342.0,1768.0,0,0.57,0.43,
99,2,446.0,45.0,0,0.908,0.092,
100,0,0.0,0.0,0,0,0,
100,1,670.0,38.0,0,0.946,0.054,
100,2,2118.0,1775.0,0,0.544,0.456,
101,0,0.0,0.0,0,0,0,
101,1,2400.0,1673.0,0,0.589,0.411,
101,2,388.0,140.0,0,0.735,0.265,
102,0,0.0,0.0,0,0,0,
102,1,2538.0,1122.0,0,0.693,0.307,
102,2,250.0,691.0,1,0.266,0.734,
103,0,0.0,0.0,0,0,0,
103,1,2700.0,947.0,0,0.74,0.26,
103,2,88.0,866.0,1,0.092,0.908,
104,0,0.0,0.0,0,0,0,
104,1,1635.0,1254.0,0,0.566,0.434,
104,2,1153.0,559.0,0,0.673,0.327,
105,0,0.0,0.0,0,0,0,
105,1,1539.0,1147.0,0,0.573,0.427,
105,2,1249.0,666.0,0,0.652,0.348,
106,0,0.0,0.0,0,0,0,
106,1,2357.0,1786.0,0,0.569,0.431,
106,2,431.0,27.0,0,0.941,0.059,
107,0,0.0,0.0,0,0,0,
107,1,2168.0,801.0,0,0.73,0.27,
107,2,620.0,1012.0,1,0.38,0.62,
108,0,0.0,0.0,0,0,0,
108,1,2304.0,739.0,0,0.757,0.243,
108,2,484.0,1074.0,1,0.311,0.689,
109,0,0.0,0.0,0,0,0,
109,1,2439.0,1700.0,0,0.589,0.411,
109,2,349.0,113.0,0,0.755,0.245,
110,0,0.0,0.0,0,0,0,
110,1,1207.0,128.0,0,0.904,0.096,
110,2,1581.0,1685.0,1,0.484,0.516,
111,0,0.0,0.0,0,0,0,
111,1,2513.0,704.0,0,0.781,0.219,
111,2,275.0,1109.0,1,0.199,0.801,
112,0,0.0,0.0,0,0,0,
112,1,2048.0,510.0,0,0.801,0.199,
112,2,740.0,1303.0,1,0.362,0.638,
113,0,0.0,0.0,0,0,0,
113,1,769.0,63.0,0,0.924,0.076,
113,2,2019.0,1750.0,0,0.536,0.464,
114,0,0.0,0.0,0,0,0,
114,1,48.0,6.0,0,0.889,0.111,
114,2,2740.0,1807.0,0,0.603,0.397,
115,0,0.0,0.0,0,0,0,
115,1,1753.0,1774.0,1,0.497,0.503,
115,2,1035.0,39.0,0,0.964,0.036,
116,0,0.0,0.0,0,0,0,
116,1,2327.0,512.0,0,0.82,0.18,
116,2,461.0,1301.0,1,0.262,0.738,
117,0,0.0,0.0,0,0,0,
117,1,2387.0,579.0,0,0.805,0.195,
117,2,401.0,1234.0,1,0.245,0.755,
118,0,0.0,0.0,0,0,0,
118,1,2688.0,903.0,0,0.749,0.251,
118,2,100.0,910.0,1,0.099,0.901,
119,0,0.0,0.0,0,0,0,
119,1,2285.0,468.0,0,0.83,0.17,
119,2,503.0,1345.0,1,0.272,0.728,
120,0,0.0,0.0,0,0,0,
120,1,2594.0,1408.0,0,0.648,0.352,
120,2,194.0,405.0,1,0.324,0.676,
121,0,0.0,0.0,0,0,0,
121,1,2575.0,878.0,0,0.746,0.254,
121,2,213.0,935.0,1,0.186,0.814,
122,0,0.0,0.0,0,0,0,
122,1,2784.0,1812.0,0,0.606,0.394,
122,2,4.0,1.0,0,0.8,0.2,
123,0,0.0,0.0,0,0,0,
123,1,1363.0,159.0,0,0.896,0.104,
123,2,1425.0,1654.0,1,0.463,0.537,
124,0,0.0,0.0,0,0,0,
124,1,1295.0,149.0,0,0.897,0.103,
124,2,1493.0,1664.0,1,0.473,0.527,
125,0,0.0,0.0,0,0,0,
125,1,994.0,85.0,0,0.921,0.079,
125,2,1794.0,1728.0,0,0.509,0.491,
126,0,2788.0,1813.0,0,0.606,0.394,
126,1,0.0,0.0,0,0,0,
126,2,0.0,0.0,0,0,0,
127,0,0.0,0.0,0,0,0,
127,1,1295.0,724.0,0,0.641,0.359,
127,2,1493.0,1089.0,0,0.578,0.422,
128,0,0.0,0.0,0,0,0,
128,1,2495.0,1801.0,0,0.581,0.419,
128,2,293.0,12.0,0,0.961,0.039,
129,0,0.0,0.0,0,0,0,
129,1,2768.0,1442.0,0,0.657,0.343,
129,2,20.0,371.0,1,0.051,0.949,
130,0,0.0,0.0,0,0,0,
130,1,2748.0,1090.0,0,0.716,0.284,
130,2,40.0,723.0,1,0.052,0.948,
131,0,0.0,0.0,0,0,0,
131,1,1732.0,1338.0,0,0.564,0.436,
131,2,1056.0,475.0,0,0.69,0.31,
132,0,0.0,0.0,0,0,0,
132,1,1443.0,207.0,0,0.875,0.125,
132,2,1345.0,1606.0,1,0.456,0.544,
