Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,1207.0,128.0,0,0.904,0.096,
0,2,1581.0,1685.0,1,0.484,0.516,
1,0,0.0,0.0,0,0,0,
1,1,1751.0,1771.0,1,0.497,0.503,
1,2,1037.0,42.0,0,0.961,0.039,
2,0,0.0,0.0,0,0,0,
2,1,2118.0,355.0,0,0.856,0.144,
2,2,670.0,1458.0,1,0.315,0.685,
3,0,0.0,0.0,0,0,0,
3,1,2583.0,745.0,0,0.776,0.224,
3,2,205.0,1068.0,1,0.161,0.839,
4,0,0.0,0.0,0,0,0,
4,1,1295.0,149.0,0,0.897,0.103,
4,2,1493.0,1664.0,1,0.473,0.527,
5,0,0.0,0.0,0,0,0,
5,1,2638.0,801.0,0,0.767,0.233,
5,2,150.0,1012.0,1,0.129,0.871,
6,0,0.0,0.0,0,0,0,
6,1,1259.0,647.0,0,0.661,0.339,
6,2,1529.0,1166.0,0,0.567,0.433,
7,0,0.0,0.0,0,0,0,
7,1,2550.0,724.0,0,0.779,0.221,
7,2,238.0,1089.0,1,0.179,0.821,
8,0,0.0,0.0,0,0,0,
8,1,2347.0,539.0,0,0.813,0.187,
8,2,441.0,1274.0,1,0.257,0.743,
9,0,0.0,0.0,0,0,0,
9,1,2748.0,1102.0,0,0.714,0.286,
9,2,40.0,711.0,1,0.053,0.947,
10,0,0.0,0.0,0,0,0,
10,1,1334.0,782.0,0,0.63,0.37,
10,2,1454.0,1031.0,0,0.585,0.415,
11,0,0.0,0.0,0,0,0,
11,1,2078.0,1805.0,0,0.535,0.465,
11,2,710.0,8.0,0,0.989,0.011,
12,0,0.0,0.0,0,0,0,
12,1,2069.0,325.0,0,0.864,0.136,
12,2,719.0,1488.0,1,0.326,0.674,
13,0,2788.0,1813.0,0,0.606,0.394,
13,1,0.0,0.0,0,0,0,
13,2,0.0,0.0,0,0,0,
14,0,0.0,0.0,0,0,0,
14,1,1443.0,207.0,0,0.875,0.125,
14,2,1345.0,1606.0,1,0.456,0.544,
15,0,0.0,0.0,0,0,0,
15,1,2615.0,773.0,0,0.772,0.228,
15,2,173.0,1040.0,1,0.143,0.857,
16,0,0.0,0.0,0,0,0,
16,1,2387.0,579.0,0,0.805,0.195,
16,2,401.0,1234.0,1,0.245,0.755,
17,0,0.0,0.0,0,0,0,
17,1,2245.0,417.0,0,0.843,0.157,
17,2,543.0,1396.0,1,0.28,0.72,
