Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2638.0,801.0,0,0.767,0.233,
0,2,150.0,1012.0,1,0.129,0.871,
1,0,0.0,0.0,0,0,0,
1,1,2748.0,1102.0,0,0.714,0.286,
1,2,40.0,711.0,1,0.053,0.947,
2,0,0.0,0.0,0,0,0,
2,1,1271.0,677.0,0,0.652,0.348,
2,2,1517.0,1136.0,0,0.572,0.428,
3,0,0.0,0.0,0,0,0,
3,1,1207.0,128.0,0,0.904,0.096,
3,2,1581.0,1685.0,1,0.484,0.516,
4,0,0.0,0.0,0,0,0,
4,1,769.0,63.0,0,0.924,0.076,
4,2,2019.0,1750.0,0,0.536,0.464,
5,0,0.0,0.0,0,0,0,
5,1,2327.0,512.0,0,0.82,0.18,
5,2,461.0,1301.0,1,0.262,0.738,
6,0,0.0,0.0,0,0,0,
6,1,1363.0,159.0,0,0.896,0.104,
6,2,1425.0,1654.0,1,0.463,0.537,
7,0,0.0,0.0,0,0,0,
7,1,1295.0,149.0,0,0.897,0.103,
7,2,1493.0,1664.0,1,0.473,0.527,
8,0,0.0,0.0,0,0,0,
8,1,994.0,85.0,0,0.921,0.079,
8,2,1794.0,1728.0,0,0.509,0.491,
9,0,2788.0,1813.0,0,0.606,0.394,
9,1,0.0,0.0,0,0,0,
9,2,0.0,0.0,0,0,0,
10,0,0.0,0.0,0,0,0,
10,1,1295.0,724.0,0,0.641,0.359,
10,2,1493.0,1089.0,0,0.578,0.422,
11,0,0.0,0.0,0,0,0,
11,1,1443.0,207.0,0,0.875,0.125,
11,2,1345.0,1606.0,1,0.456,0.544,
12,0,0.0,0.0,0,0,0,
12,1,2767.0,1719.0,0,0.617,0.383,
12,2,21.0,94.0,1,0.183,0.817,
13,0,0.0,0.0,0,0,0,
13,1,1417.0,945.0,0,0.6,0.4,
13,2,1371.0,868.0,0,0.612,0.388,
14,0,0.0,0.0,0,0,0,
14,1,2583.0,745.0,0,0.776,0.224,
14,2,205.0,1068.0,1,0.161,0.839,
15,0,0.0,0.0,0,0,0,
15,1,1605.0,273.0,0,0.855,0.145,
15,2,1183.0,1540.0,1,0.434,0.566,
