Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2734.0,1134.0,0,0.707,0.293,
0,2,54.0,679.0,1,0.074,0.926,
1,0,0.0,0.0,0,0,0,
1,1,2092.0,527.0,0,0.799,0.201,
1,2,696.0,1286.0,1,0.351,0.649,
2,0,0.0,0.0,0,0,0,
2,1,2661.0,834.0,0,0.761,0.239,
2,2,127.0,979.0,1,0.115,0.885,
3,0,0.0,0.0,0,0,0,
3,1,2245.0,417.0,0,0.843,0.157,
3,2,543.0,1396.0,1,0.28,0.72,
4,0,0.0,0.0,0,0,0,
4,1,2688.0,903.0,0,0.749,0.251,
4,2,100.0,910.0,1,0.099,0.901,
5,0,2788.0,1813.0,0,0.606,0.394,
5,1,0.0,0.0,0,0,0,
5,2,0.0,0.0,0,0,0,
