Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2004.0,1791.0,0,0.528,0.472,
0,2,784.0,22.0,0,0.973,0.027,
1,0,0.0,0.0,0,0,0,
1,1,1779.0,1778.0,0,0.5,0.5,
1,2,1009.0,35.0,0,0.966,0.034,
2,0,0.0,0.0,0,0,0,
2,1,2439.0,1700.0,0,0.589,0.411,
2,2,349.0,113.0,0,0.755,0.245,
3,0,0.0,0.0,0,0,0,
3,1,2322.0,666.0,0,0.777,0.223,
3,2,466.0,1147.0,1,0.289,0.711,
4,0,0.0,0.0,0,0,0,
4,1,2253.0,765.0,0,0.747,0.253,
4,2,535.0,1048.0,1,0.338,0.662,
5,0,0.0,0.0,0,0,0,
5,1,2025.0,1487.0,0,0.577,0.423,
5,2,763.0,326.0,0,0.701,0.299,
6,0,0.0,0.0,0,0,0,
6,1,2098.0,458.0,0,0.821,0.179,
6,2,690.0,1355.0,1,0.337,0.663,
7,0,0.0,0.0,0,0,0,
7,1,2661.0,1175.0,0,0.694,0.306,
7,2,127.0,638.0,1,0.166,0.834,
8,0,0.0,0.0,0,0,0,
8,1,1605.0,273.0,0,0.855,0.145,
8,2,1183.0,1540.0,1,0.434,0.566,
9,0,0.0,0.0,0,0,0,
9,1,2100.0,334.0,0,0.863,0.137,
9,2,688.0,1479.0,1,0.317,0.683,
10,0,0.0,0.0,0,0,0,
10,1,1728.0,369.0,0,0.824,0.176,
10,2,1060.0,1444.0,1,0.423,0.577,
11,0,0.0,0.0,0,0,0,
11,1,2733.0,1119.0,0,0.71,0.29,
11,2,55.0,694.0,1,0.073,0.927,
12,0,0.0,0.0,0,0,0,
12,1,2427.0,1708.0,0,0.587,0.413,
12,2,361.0,105.0,0,0.775,0.225,
13,0,0.0,0.0,0,0,0,
13,1,2157.0,368.0,0,0.854,0.146,
13,2,631.0,1445.0,1,0.304,0.696,
14,0,0.0,0.0,0,0,0,
14,1,2011.0,1793.0,0,0.529,0.471,
14,2,777.0,20.0,0,0.975,0.025,
15,0,0.0,0.0,0,0,0,
15,1,2513.0,704.0,0,0.781,0.219,
15,2,275.0,1109.0,1,0.199,0.801,
16,0,0.0,0.0,0,0,0,
16,1,2338.0,1795.0,0,0.566,0.434,
16,2,450.0,18.0,0,0.962,0.038,
17,0,0.0,0.0,0,0,0,
17,1,2228.0,729.0,0,0.753,0.247,
17,2,560.0,1084.0,1,0.341,0.659,
18,0,0.0,0.0,0,0,0,
18,1,2585.0,1194.0,0,0.684,0.316,
18,2,203.0,619.0,1,0.247,0.753,
19,0,0.0,0.0,0,0,0,
19,1,2713.0,1211.0,0,0.691,0.309,
19,2,75.0,602.0,1,0.111,0.889,
20,0,0.0,0.0,0,0,0,
20,1,653.0,81.0,0,0.89,0.11,
20,2,2135.0,1732.0,0,0.552,0.448,
21,0,0.0,0.0,0,0,0,
21,1,2608.0,1329.0,0,0.662,0.338,
21,2,180.0,484.0,1,0.271,0.729,
22,0,0.0,0.0,0,0,0,
22,1,1295.0,724.0,0,0.641,0.359,
22,2,1493.0,1089.0,0,0.578,0.422,
23,0,0.0,0.0,0,0,0,
23,1,2020.0,1518.0,0,0.571,0.429,
23,2,768.0,295.0,0,0.722,0.278,
24,0,0.0,0.0,0,0,0,
24,1,2675.0,1318.0,0,0.67,0.33,
24,2,113.0,495.0,1,0.186,0.814,
25,0,0.0,0.0,0,0,0,
25,1,2082.0,1719.0,0,0.548,0.452,
25,2,706.0,94.0,0,0.882,0.118,
26,0,0.0,0.0,0,0,0,
26,1,1606.0,674.0,0,0.704,0.296,
26,2,1182.0,1139.0,0,0.509,0.491,
27,0,0.0,0.0,0,0,0,
27,1,1758.0,1775.0,1,0.498,0.502,
27,2,1030.0,38.0,0,0.964,0.036,
28,0,0.0,0.0,0,0,0,
28,1,2285.0,468.0,0,0.83,0.17,
28,2,503.0,1345.0,1,0.272,0.728,
29,0,0.0,0.0,0,0,0,
29,1,2190.0,696.0,0,0.759,0.241,
29,2,598.0,1117.0,1,0.349,0.651,
30,0,0.0,0.0,0,0,0,
30,1,2498.0,1810.0,0,0.58,0.42,
30,2,290.0,3.0,0,0.99,0.01,
31,0,0.0,0.0,0,0,0,
31,1,2676.0,883.0,0,0.752,0.248,
31,2,112.0,930.0,1,0.107,0.893,
32,0,0.0,0.0,0,0,0,
32,1,2594.0,895.0,0,0.743,0.257,
32,2,194.0,918.0,1,0.174,0.826,
33,0,0.0,0.0,0,0,0,
33,1,2543.0,828.0,0,0.754,0.246,
33,2,245.0,985.0,1,0.199,0.801,
34,0,0.0,0.0,0,0,0,
34,1,1886.0,931.0,0,0.67,0.33,
34,2,902.0,882.0,0,0.506,0.494,
35,0,0.0,0.0,0,0,0,
35,1,2723.0,1065.0,0,0.719,0.281,
35,2,65.0,748.0,1,0.08,0.92,
36,0,0.0,0.0,0,0,0,
36,1,2315.0,655.0,0,0.779,0.221,
36,2,473.0,1158.0,1,0.29,0.71,
37,0,0.0,0.0,0,0,0,
37,1,2694.0,1307.0,0,0.673,0.327,
37,2,94.0,506.0,1,0.157,0.843,
38,0,0.0,0.0,0,0,0,
38,1,2748.0,1149.0,0,0.705,0.295,
38,2,40.0,664.0,1,0.057,0.943,
39,0,0.0,0.0,0,0,0,
39,1,2582.0,884.0,0,0.745,0.255,
39,2,206.0,929.0,1,0.181,0.819,
40,0,0.0,0.0,0,0,0,
40,1,2083.0,1805.0,0,0.536,0.464,
40,2,705.0,8.0,0,0.989,0.011,
41,0,0.0,0.0,0,0,0,
41,1,2398.0,594.0,0,0.801,0.199,
41,2,390.0,1219.0,1,0.242,0.758,
42,0,0.0,0.0,0,0,0,
42,1,2735.0,1243.0,0,0.688,0.312,
42,2,53.0,570.0,1,0.085,0.915,
43,0,0.0,0.0,0,0,0,
43,1,2771.0,1338.0,0,0.674,0.326,
43,2,17.0,475.0,1,0.035,0.965,
44,0,0.0,0.0,0,0,0,
44,1,2370.0,1801.0,0,0.568,0.432,
44,2,418.0,12.0,0,0.972,0.028,
45,0,0.0,0.0,0,0,0,
45,1,2709.0,989.0,0,0.733,0.267,
45,2,79.0,824.0,1,0.087,0.913,
46,0,0.0,0.0,0,0,0,
46,1,2486.0,1152.0,0,0.683,0.317,
46,2,302.0,661.0,1,0.314,0.686,
47,0,0.0,0.0,0,0,0,
47,1,2079.0,1564.0,0,0.571,0.429,
47,2,709.0,249.0,0,0.74,0.26,
48,0,0.0,0.0,0,0,0,
48,1,2643.0,1299.0,0,0.67,0.33,
48,2,145.0,514.0,1,0.22,0.78,
49,0,0.0,0.0,0,0,0,
49,1,2352.0,1646.0,0,0.588,0.412,
49,2,436.0,167.0,0,0.723,0.277,
50,0,0.0,0.0,0,0,0,
50,1,1207.0,128.0,0,0.904,0.096,
50,2,1581.0,1685.0,1,0.484,0.516,
51,0,0.0,0.0,0,0,0,
51,1,2677.0,1261.0,0,0.68,0.32,
51,2,111.0,552.0,1,0.167,0.833,
52,0,0.0,0.0,0,0,0,
52,1,1751.0,1771.0,1,0.497,0.503,
52,2,1037.0,42.0,0,0.961,0.039,
53,0,0.0,0.0,0,0,0,
53,1,2015.0,698.0,0,0.743,0.257,
53,2,773.0,1115.0,1,0.409,0.591,
54,0,0.0,0.0,0,0,0,
54,1,2166.0,599.0,0,0.783,0.217,
54,2,622.0,1214.0,1,0.339,0.661,
55,0,0.0,0.0,0,0,0,
55,1,2636.0,1036.0,0,0.718,0.282,
55,2,152.0,777.0,1,0.164,0.836,
56,0,0.0,0.0,0,0,0,
56,1,2410.0,826.0,0,0.745,0.255,
56,2,378.0,987.0,1,0.277,0.723,
57,0,0.0,0.0,0,0,0,
57,1,1363.0,159.0,0,0.896,0.104,
57,2,1425.0,1654.0,1,0.463,0.537,
58,0,0.0,0.0,0,0,0,
58,1,2748.0,1090.0,0,0.716,0.284,
58,2,40.0,723.0,1,0.052,0.948,
59,0,0.0,0.0,0,0,0,
59,1,2550.0,840.0,0,0.752,0.248,
59,2,238.0,973.0,1,0.197,0.803,
60,0,0.0,0.0,0,0,0,
60,1,2500.0,1728.0,0,0.591,0.409,
60,2,288.0,85.0,0,0.772,0.228,
61,0,0.0,0.0,0,0,0,
61,1,2174.0,679.0,0,0.762,0.238,
61,2,614.0,1134.0,1,0.351,0.649,
62,0,0.0,0.0,0,0,0,
62,1,2418.0,611.0,0,0.798,0.202,
62,2,370.0,1202.0,1,0.235,0.765,
63,0,0.0,0.0,0,0,0,
63,1,2118.0,355.0,0,0.856,0.144,
63,2,670.0,1458.0,1,0.315,0.685,
64,0,0.0,0.0,0,0,0,
64,1,2023.0,1794.0,0,0.53,0.47,
64,2,765.0,19.0,0,0.976,0.024,
65,0,0.0,0.0,0,0,0,
65,1,2454.0,1806.0,0,0.576,0.424,
65,2,334.0,7.0,0,0.979,0.021,
66,0,0.0,0.0,0,0,0,
66,1,2752.0,1222.0,0,0.693,0.307,
66,2,36.0,591.0,1,0.057,0.943,
67,0,0.0,0.0,0,0,0,
67,1,1456.0,1014.0,0,0.589,0.411,
67,2,1332.0,799.0,0,0.625,0.375,
68,0,0.0,0.0,0,0,0,
68,1,2604.0,1448.0,0,0.643,0.357,
68,2,184.0,365.0,1,0.335,0.665,
69,0,0.0,0.0,0,0,0,
69,1,2235.0,1684.0,0,0.57,0.43,
69,2,553.0,129.0,0,0.811,0.189,
70,0,0.0,0.0,0,0,0,
70,1,2784.0,1812.0,0,0.606,0.394,
70,2,4.0,1.0,0,0.8,0.2,
