Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,1093.0,108.0,0,0.91,0.09,
0,2,1695.0,1705.0,1,0.499,0.501,
1,0,0.0,0.0,0,0,0,
1,1,2706.0,1387.0,0,0.661,0.339,
1,2,82.0,426.0,1,0.161,0.839,
2,0,0.0,0.0,0,0,0,
2,1,2695.0,928.0,0,0.744,0.256,
2,2,93.0,885.0,1,0.095,0.905,
3,0,0.0,0.0,0,0,0,
3,1,2700.0,947.0,0,0.74,0.26,
3,2,88.0,866.0,1,0.092,0.908,
4,0,0.0,0.0,0,0,0,
4,1,2319.0,661.0,0,0.778,0.222,
4,2,469.0,1152.0,1,0.289,0.711,
5,0,0.0,0.0,0,0,0,
5,1,2394.0,1132.0,0,0.679,0.321,
5,2,394.0,681.0,1,0.367,0.633,
6,0,0.0,0.0,0,0,0,
6,1,2394.0,1786.0,0,0.573,0.427,
6,2,394.0,27.0,0,0.936,0.064,
7,0,0.0,0.0,0,0,0,
7,1,2578.0,1510.0,0,0.631,0.369,
7,2,210.0,303.0,1,0.409,0.591,
8,0,0.0,0.0,0,0,0,
8,1,2596.0,1357.0,0,0.657,0.343,
8,2,192.0,456.0,1,0.296,0.704,
9,0,0.0,0.0,0,0,0,
9,1,2672.0,1454.0,0,0.648,0.352,
9,2,116.0,359.0,1,0.244,0.756,
10,0,0.0,0.0,0,0,0,
10,1,2538.0,824.0,0,0.755,0.245,
10,2,250.0,989.0,1,0.202,0.798,
11,0,0.0,0.0,0,0,0,
11,1,2414.0,1693.0,0,0.588,0.412,
11,2,374.0,120.0,0,0.757,0.243,
12,0,0.0,0.0,0,0,0,
12,1,2728.0,1092.0,0,0.714,0.286,
12,2,60.0,721.0,1,0.077,0.923,
13,0,0.0,0.0,0,0,0,
13,1,2352.0,1720.0,0,0.578,0.422,
13,2,436.0,93.0,0,0.824,0.176,
14,0,0.0,0.0,0,0,0,
14,1,2749.0,1281.0,0,0.682,0.318,
14,2,39.0,532.0,1,0.068,0.932,
15,0,0.0,0.0,0,0,0,
15,1,2354.0,1786.0,0,0.569,0.431,
15,2,434.0,27.0,0,0.941,0.059,
16,0,0.0,0.0,0,0,0,
16,1,2028.0,1168.0,0,0.635,0.365,
16,2,760.0,645.0,0,0.541,0.459,
17,0,0.0,0.0,0,0,0,
17,1,2494.0,1773.0,0,0.584,0.416,
17,2,294.0,40.0,0,0.88,0.12,
18,0,0.0,0.0,0,0,0,
18,1,2131.0,1811.0,0,0.541,0.459,
18,2,657.0,2.0,0,0.997,0.003,
19,0,0.0,0.0,0,0,0,
19,1,2661.0,1175.0,0,0.694,0.306,
19,2,127.0,638.0,1,0.166,0.834,
20,0,0.0,0.0,0,0,0,
20,1,2365.0,915.0,0,0.721,0.279,
20,2,423.0,898.0,1,0.32,0.68,
21,0,0.0,0.0,0,0,0,
21,1,2745.0,1049.0,0,0.724,0.276,
21,2,43.0,764.0,1,0.053,0.947,
22,0,0.0,0.0,0,0,0,
22,1,1354.0,197.0,0,0.873,0.127,
22,2,1434.0,1616.0,1,0.47,0.53,
23,0,0.0,0.0,0,0,0,
23,1,2665.0,1373.0,0,0.66,0.34,
23,2,123.0,440.0,1,0.218,0.782,
24,0,0.0,0.0,0,0,0,
24,1,1891.0,437.0,0,0.812,0.188,
24,2,897.0,1376.0,1,0.395,0.605,
25,0,0.0,0.0,0,0,0,
25,1,2731.0,1812.0,0,0.601,0.399,
25,2,57.0,1.0,0,0.983,0.017,
26,0,0.0,0.0,0,0,0,
26,1,2690.0,1809.0,0,0.598,0.402,
26,2,98.0,4.0,0,0.961,0.039,
27,0,0.0,0.0,0,0,0,
27,1,2627.0,1285.0,0,0.672,0.328,
27,2,161.0,528.0,1,0.234,0.766,
28,0,0.0,0.0,0,0,0,
28,1,2439.0,1700.0,0,0.589,0.411,
28,2,349.0,113.0,0,0.755,0.245,
29,0,0.0,0.0,0,0,0,
29,1,2426.0,1302.0,0,0.651,0.349,
29,2,362.0,511.0,1,0.415,0.585,
30,0,0.0,0.0,0,0,0,
30,1,2550.0,840.0,0,0.752,0.248,
30,2,238.0,973.0,1,0.197,0.803,
31,0,0.0,0.0,0,0,0,
31,1,1207.0,128.0,0,0.904,0.096,
31,2,1581.0,1685.0,1,0.484,0.516,
32,0,0.0,0.0,0,0,0,
32,1,769.0,63.0,0,0.924,0.076,
32,2,2019.0,1750.0,0,0.536,0.464,
33,0,0.0,0.0,0,0,0,
33,1,1679.0,1297.0,0,0.564,0.436,
33,2,1109.0,516.0,0,0.682,0.318,
34,0,0.0,0.0,0,0,0,
34,1,2594.0,961.0,0,0.73,0.27,
34,2,194.0,852.0,1,0.185,0.815,
35,0,0.0,0.0,0,0,0,
35,1,2488.0,1773.0,0,0.584,0.416,
35,2,300.0,40.0,0,0.882,0.118,
36,0,0.0,0.0,0,0,0,
36,1,424.0,22.0,0,0.951,0.049,
36,2,2364.0,1791.0,0,0.569,0.431,
37,0,0.0,0.0,0,0,0,
37,1,897.0,74.0,0,0.924,0.076,
37,2,1891.0,1739.0,0,0.521,0.479,
38,0,0.0,0.0,0,0,0,
38,1,2633.0,1412.0,0,0.651,0.349,
38,2,155.0,401.0,1,0.279,0.721,
39,0,0.0,0.0,0,0,0,
39,1,2144.0,592.0,0,0.784,0.216,
39,2,644.0,1221.0,1,0.345,0.655,
40,0,0.0,0.0,0,0,0,
40,1,1895.0,1421.0,0,0.571,0.429,
40,2,893.0,392.0,0,0.695,0.305,
41,0,0.0,0.0,0,0,0,
41,1,2181.0,1812.0,0,0.546,0.454,
41,2,607.0,1.0,0,0.998,0.002,
42,0,0.0,0.0,0,0,0,
42,1,2092.0,527.0,0,0.799,0.201,
42,2,696.0,1286.0,1,0.351,0.649,
43,0,0.0,0.0,0,0,0,
43,1,2676.0,883.0,0,0.752,0.248,
43,2,112.0,930.0,1,0.107,0.893,
44,0,0.0,0.0,0,0,0,
44,1,2052.0,1547.0,0,0.57,0.43,
44,2,736.0,266.0,0,0.735,0.265,
45,0,0.0,0.0,0,0,0,
45,1,2341.0,1747.0,0,0.573,0.427,
45,2,447.0,66.0,0,0.871,0.129,
46,0,0.0,0.0,0,0,0,
