Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,1363.0,159.0,0,0.896,0.104,
0,2,1425.0,1654.0,1,0.463,0.537,
1,0,0.0,0.0,0,0,0,
1,1,1443.0,207.0,0,0.875,0.125,
1,2,1345.0,1606.0,1,0.456,0.544,
2,0,0.0,0.0,0,0,0,
2,1,2245.0,417.0,0,0.843,0.157,
2,2,543.0,1396.0,1,0.28,0.72,
3,0,0.0,0.0,0,0,0,
3,1,1259.0,647.0,0,0.661,0.339,
3,2,1529.0,1166.0,0,0.567,0.433,
4,0,2788.0,1813.0,0,0.606,0.394,
4,1,0.0,0.0,0,0,0,
4,2,0.0,0.0,0,0,0,
5,0,0.0,0.0,0,0,0,
5,1,574.0,37.0,0,0.939,0.061,
5,2,2214.0,1776.0,0,0.555,0.445,
6,0,0.0,0.0,0,0,0,
6,1,769.0,63.0,0,0.924,0.076,
6,2,2019.0,1750.0,0,0.536,0.464,
7,0,0.0,0.0,0,0,0,
7,1,2615.0,773.0,0,0.772,0.228,
7,2,173.0,1040.0,1,0.143,0.857,
