RF,comparisons Count,accuracy,
RF_5_t14_pruned_with_sigma_0_2,7.0,0.8910603399773338,
RF_5_t14_pruned_with_sigma_0_3,6.0,0.8687213053989332,
RF_5_t15,2.0,0.8090649009615983,
RF_5_t15_pruned_with_sigma_0_0,3.0,0.8193108989591934,
RF_5_t15_pruned_with_sigma_0_1,3.0,0.8092590668595092,
RF_5_t15_pruned_with_sigma_0_2,5.0,0.8892153616270215,
RF_5_t15_pruned_with_sigma_0_3,3.0,0.8856218998689676,
RF_5_t16,2.0,0.8090649009615983,
RF_5_t16_pruned_with_sigma_0_0,2.0,0.8090649009615983,
RF_5_t16_pruned_with_sigma_0_1,3.0,0.8092590668595092,
RF_5_t16_pruned_with_sigma_0_2,4.0,0.8892153616270215,
RF_5_t16_pruned_with_sigma_0_3,2.0,0.8891425991526873,
RF_5_t17,2.0,0.8090649009615983,
RF_5_t17_pruned_with_sigma_0_0,2.0,0.8090649009615983,
RF_5_t17_pruned_with_sigma_0_1,3.0,0.8092590668595092,
RF_5_t17_pruned_with_sigma_0_2,3.0,0.8092590668595092,
RF_5_t17_pruned_with_sigma_0_3,1.0,0.8891425991526873,
RF_5_t18,1.0,0.8873458284837543,
RF_5_t18_pruned_with_sigma_0_0,1.0,0.8873458284837543,
RF_5_t18_pruned_with_sigma_0_1,2.0,0.8875399943816653,
RF_5_t18_pruned_with_sigma_0_2,1.0,0.8875399943816653,
RF_5_t18_pruned_with_sigma_0_3,1.0,0.8891425991526873,
RF_5_t19,0.0,0.8873458284837543,
RF_5_t19_pruned_with_sigma_0_0,0.0,0.8873458284837543,
RF_5_t19_pruned_with_sigma_0_1,1.0,0.8875399943816653,
RF_5_t19_pruned_with_sigma_0_2,1.0,0.8875399943816653,
RF_5_t19_pruned_with_sigma_0_3,1.0,0.8891425991526873,
RF_5_t20,0.0,0.8873458284837543,
RF_5_t20_pruned_with_sigma_0_0,0.0,0.8873458284837543,
RF_5_t20_pruned_with_sigma_0_1,1.0,0.8875399943816653,
RF_5_t20_pruned_with_sigma_0_2,1.0,0.8875399943816653,
RF_5_t20_pruned_with_sigma_0_3,0.0,0.8873458284837543,
RF_5_t21,0.0,0.8873458284837543,
RF_5_t21_pruned_with_sigma_0_0,0.0,0.8873458284837543,
RF_5_t21_pruned_with_sigma_0_1,0.0,0.8873458284837543,
RF_5_t21_pruned_with_sigma_0_2,1.0,0.8875399943816653,
RF_5_t21_pruned_with_sigma_0_3,0.0,0.8873458284837543,
RF_5_t22,0.0,0.8873458284837543,
RF_5_t22_pruned_with_sigma_0_0,0.0,0.8873458284837543,
RF_5_t22_pruned_with_sigma_0_1,0.0,0.8873458284837543,
RF_5_t22_pruned_with_sigma_0_2,1.0,0.8875399943816653,
RF_5_t22_pruned_with_sigma_0_3,0.0,0.8873458284837543,
RF_5_t23,0.0,0.8873458284837543,
RF_5_t23_pruned_with_sigma_0_0,0.0,0.8873458284837543,
RF_5_t23_pruned_with_sigma_0_1,0.0,0.8873458284837543,
RF_5_t23_pruned_with_sigma_0_2,1.0,0.8875399943816653,
RF_5_t23_pruned_with_sigma_0_3,0.0,0.8873458284837543,
RF_5_t24,0.0,0.8873458284837543,
RF_5_t24_pruned_with_sigma_0_0,0.0,0.8873458284837543,
RF_5_t24_pruned_with_sigma_0_1,0.0,0.8873458284837543,
RF_5_t24_pruned_with_sigma_0_2,0.0,0.8873458284837543,
RF_5_t24_pruned_with_sigma_0_3,0.0,0.8873458284837543,
RF_5_t25,0.0,0.8873458284837543,
RF_5_t25_pruned_with_sigma_0_0,0.0,0.8873458284837543,
RF_5_t25_pruned_with_sigma_0_1,0.0,0.8873458284837543,
RF_5_t25_pruned_with_sigma_0_2,0.0,0.8873458284837543,
RF_5_t25_pruned_with_sigma_0_3,0.0,0.8873458284837543,
RF_10_t2,319.5,0.7697320014266598,
RF_10_t2_pruned_with_sigma_0_0,312.9,0.7859247423154124,
RF_10_t2_pruned_with_sigma_0_1,315.0,0.6886683948454329,
RF_10_t2_pruned_with_sigma_0_2,331.8,0.7322414305290498,
RF_10_t2_pruned_with_sigma_0_3,323.7,0.7394042796784729,
RF_10_t3,318.1,0.6488719723823865,
RF_10_t3_pruned_with_sigma_0_0,318.1,0.6686840443627385,
RF_10_t3_pruned_with_sigma_0_1,315.2,0.6901000828131097,
RF_10_t3_pruned_with_sigma_0_2,316.8,0.6966088772812401,
RF_10_t3_pruned_with_sigma_0_3,314.5,0.6929398677554481,
RF_10_t4,284.2,0.7692721627490852,
RF_10_t4_pruned_with_sigma_0_0,284.4,0.7692721627490852,
RF_10_t4_pruned_with_sigma_0_1,289.5,0.7784509247365679,
RF_10_t4_pruned_with_sigma_0_2,319.4,0.8404366155201324,
RF_10_t4_pruned_with_sigma_0_3,318.7,0.785829152224773,
RF_10_t5,222.6,0.569692432575931,
RF_10_t5_pruned_with_sigma_0_0,223.4,0.5452666001792078,
RF_10_t5_pruned_with_sigma_0_1,223.8,0.6313417277065925,
RF_10_t5_pruned_with_sigma_0_2,230.7,0.6105816302737874,
RF_10_t5_pruned_with_sigma_0_3,247.4,0.7044872815692597,
RF_10_t6,196.1,0.5845530074198153,
RF_10_t6_pruned_with_sigma_0_0,206.4,0.5694258578917368,
RF_10_t6_pruned_with_sigma_0_1,202.2,0.5882919617051335,
RF_10_t6_pruned_with_sigma_0_2,182.3,0.5924439086856443,
RF_10_t6_pruned_with_sigma_0_3,160.8,0.5365971401432608,
RF_10_t7,153.8,0.5910364188754706,
RF_10_t7_pruned_with_sigma_0_0,188.8,0.5584509412420103,
RF_10_t7_pruned_with_sigma_0_1,174.8,0.6005537222233668,
RF_10_t7_pruned_with_sigma_0_2,151.8,0.5930267129090214,
RF_10_t7_pruned_with_sigma_0_3,126.8,0.5950337776510002,
RF_10_t8,126.9,0.696985805584811,
RF_10_t8_pruned_with_sigma_0_0,170.9,0.5591308239932424,
RF_10_t8_pruned_with_sigma_0_1,156.9,0.6293731972777927,
RF_10_t8_pruned_with_sigma_0_2,141.9,0.5934394963387835,
RF_10_t8_pruned_with_sigma_0_3,113.9,0.6096486336161099,
RF_10_t9,117.0,0.7018174732095301,
RF_10_t9_pruned_with_sigma_0_0,149.0,0.5857183093369254,
RF_10_t9_pruned_with_sigma_0_1,141.0,0.5984154922675982,
RF_10_t9_pruned_with_sigma_0_2,132.0,0.592565368109829,
RF_10_t9_pruned_with_sigma_0_3,109.0,0.6090902338682659,
RF_10_t10,106.0,0.7008719117838336,
RF_10_t10_pruned_with_sigma_0_0,132.0,0.6170360864676505,
RF_10_t10_pruned_with_sigma_0_1,132.0,0.6859369976063866,
RF_10_t10_pruned_with_sigma_0_2,122.0,0.5934394963387835,
RF_10_t10_pruned_with_sigma_0_3,107.0,0.5977282469101002,
RF_10_t11,96.0,0.7033726808342899,
RF_10_t11_pruned_with_sigma_0_0,121.0,0.6887779615088957,
RF_10_t11_pruned_with_sigma_0_1,116.0,0.6897490680540905,
RF_10_t11_pruned_with_sigma_0_2,114.0,0.5878793551193973,
RF_10_t11_pruned_with_sigma_0_3,98.0,0.6179266494013845,
RF_10_t12,86.0,0.6958707067391692,
RF_10_t12_pruned_with_sigma_0_0,104.0,0.6856460538154643,
RF_10_t12_pruned_with_sigma_0_1,110.0,0.6917641909888361,
RF_10_t12_pruned_with_sigma_0_2,107.0,0.5717084397308045,
RF_10_t12_pruned_with_sigma_0_3,96.0,0.6180480999833678,
RF_10_t13,81.0,0.6679999144074915,
RF_10_t13_pruned_with_sigma_0_0,92.0,0.7038328083571063,
RF_10_t13_pruned_with_sigma_0_1,103.0,0.688729240979842,
RF_10_t13_pruned_with_sigma_0_2,100.0,0.5841886468316638,
RF_10_t13_pruned_with_sigma_0_3,93.0,0.6220544630672011,
RF_10_t14,77.0,0.6692868349084093,
RF_10_t14_pruned_with_sigma_0_0,88.0,0.6960880834154405,
RF_10_t14_pruned_with_sigma_0_1,96.0,0.6067189883295617,
RF_10_t14_pruned_with_sigma_0_2,90.0,0.6978346097492991,
RF_10_t14_pruned_with_sigma_0_3,89.0,0.6198450239171229,
RF_10_t15,71.0,0.6423143247521833,
RF_10_t15_pruned_with_sigma_0_0,78.0,0.6589917715359107,
RF_10_t15_pruned_with_sigma_0_1,86.0,0.6867873078924929,
RF_10_t15_pruned_with_sigma_0_2,85.0,0.6695969810131117,
RF_10_t15_pruned_with_sigma_0_3,83.0,0.6198940215018166,
RF_10_t16,63.0,0.6396195430686382,
RF_10_t16_pruned_with_sigma_0_0,71.0,0.653796453646543,
RF_10_t16_pruned_with_sigma_0_1,81.0,0.6910140274744287,
RF_10_t16_pruned_with_sigma_0_2,78.0,0.6897772569917716,
RF_10_t16_pruned_with_sigma_0_3,77.0,0.6188985193232899,
RF_10_t17,57.0,0.5981530822602069,
RF_10_t17_pruned_with_sigma_0_0,64.0,0.6200253370330282,
RF_10_t17_pruned_with_sigma_0_1,77.0,0.6708390597639373,
RF_10_t17_pruned_with_sigma_0_2,73.0,0.6802848768618839,
RF_10_t17_pruned_with_sigma_0_3,74.0,0.6169805987072172,
RF_10_t18,54.0,0.5664460596395277,
RF_10_t18_pruned_with_sigma_0_0,60.0,0.6037592441898558,
RF_10_t18_pruned_with_sigma_0_1,71.0,0.6741910262680284,
RF_10_t18_pruned_with_sigma_0_2,70.0,0.6659123591072594,
RF_10_t18_pruned_with_sigma_0_3,67.0,0.5651232810650184,
RF_10_t19,52.0,0.5642125962285712,
RF_10_t19_pruned_with_sigma_0_0,55.0,0.5709593962285595,
RF_10_t19_pruned_with_sigma_0_1,67.0,0.6594544750867,
RF_10_t19_pruned_with_sigma_0_2,67.0,0.6568324234560846,
RF_10_t19_pruned_with_sigma_0_3,65.0,0.5697601844695399,
RF_10_t20,50.0,0.5468768298751336,
RF_10_t20_pruned_with_sigma_0_0,52.0,0.5507602244657638,
RF_10_t20_pruned_with_sigma_0_1,62.0,0.6383326815157291,
RF_10_t20_pruned_with_sigma_0_2,63.0,0.6358563965206173,
RF_10_t20_pruned_with_sigma_0_3,63.0,0.5485170611600031,
RF_10_t21,48.0,0.5442791267194436,
RF_10_t21_pruned_with_sigma_0_0,48.0,0.5442791267194436,
RF_10_t21_pruned_with_sigma_0_1,58.0,0.6265578757589961,
RF_10_t21_pruned_with_sigma_0_2,60.0,0.6344240129664398,
RF_10_t21_pruned_with_sigma_0_3,59.0,0.6404205492404063,
RF_10_t22,47.0,0.5484800536002451,
RF_10_t22_pruned_with_sigma_0_0,47.0,0.5484800536002451,
RF_10_t22_pruned_with_sigma_0_1,54.0,0.6314391952913038,
RF_10_t22_pruned_with_sigma_0_2,58.0,0.6226491718409018,
RF_10_t22_pruned_with_sigma_0_3,57.0,0.6241544475550327,
RF_10_t23,45.0,0.6200598835134299,
RF_10_t23_pruned_with_sigma_0_0,45.0,0.6200598835134299,
RF_10_t23_pruned_with_sigma_0_1,48.0,0.6527385343691795,
RF_10_t23_pruned_with_sigma_0_2,55.0,0.6497224359333149,
RF_10_t23_pruned_with_sigma_0_3,52.0,0.6520535673522113,
RF_10_t24,39.0,0.7741989135115703,
RF_10_t24_pruned_with_sigma_0_0,39.0,0.7741989135115703,
RF_10_t24_pruned_with_sigma_0_1,42.0,0.794302400866913,
RF_10_t24_pruned_with_sigma_0_2,45.0,0.786022407375952,
RF_10_t24_pruned_with_sigma_0_3,47.0,0.7401801003135946,
RF_10_t25,28.0,0.8380079516737153,
RF_10_t25_pruned_with_sigma_0_0,28.0,0.8380079516737153,
RF_10_t25_pruned_with_sigma_0_1,30.0,0.8747198871687958,
RF_10_t25_pruned_with_sigma_0_2,31.0,0.8655417765568073,
RF_10_t25_pruned_with_sigma_0_3,33.0,0.8660516709358289,
RF_15_t2,398.8,0.5987628905662937,
RF_15_t2_pruned_with_sigma_0_0,398.7,0.631319572097585,
RF_15_t2_pruned_with_sigma_0_1,398.0,0.7182140179955891,
RF_15_t2_pruned_with_sigma_0_2,403.2,0.6042908697522236,
RF_15_t2_pruned_with_sigma_0_3,411.8,0.5894067923373367,
RF_15_t3,343.8,0.5274256110764252,
RF_15_t3_pruned_with_sigma_0_0,349.5,0.543906760991733,
RF_15_t3_pruned_with_sigma_0_1,348.7,0.4842566079907032,
RF_15_t3_pruned_with_sigma_0_2,336.7,0.45456169016673237,
RF_15_t3_pruned_with_sigma_0_3,350.9,0.6522537901579992,
RF_15_t4,331.6,0.30056926091841646,
RF_15_t4_pruned_with_sigma_0_0,333.5,0.360731651481807,
RF_15_t4_pruned_with_sigma_0_1,320.3,0.32416613694512497,
RF_15_t4_pruned_with_sigma_0_2,320.5,0.40800132267541545,
RF_15_t4_pruned_with_sigma_0_3,313.1,0.5285670272604771,
RF_15_t5,328.2,0.24841895988420015,
RF_15_t5_pruned_with_sigma_0_0,335.2,0.2491713693177325,
RF_15_t5_pruned_with_sigma_0_1,324.9,0.3556563723696183,
RF_15_t5_pruned_with_sigma_0_2,324.6,0.2647348136887769,
RF_15_t5_pruned_with_sigma_0_3,329.3,0.30800316480068224,
RF_15_t6,331.0,0.3154536743369521,
RF_15_t6_pruned_with_sigma_0_0,327.3,0.3411161740573175,
RF_15_t6_pruned_with_sigma_0_1,335.0,0.38557146690026584,
RF_15_t6_pruned_with_sigma_0_2,336.1,0.3609297521592877,
RF_15_t6_pruned_with_sigma_0_3,325.9,0.42255392659611235,
RF_15_t7,331.8,0.4197542174573761,
RF_15_t7_pruned_with_sigma_0_0,332.4,0.4246583351319845,
RF_15_t7_pruned_with_sigma_0_1,333.2,0.43691955332853916,
RF_15_t7_pruned_with_sigma_0_2,338.3,0.4205798845285146,
RF_15_t7_pruned_with_sigma_0_3,330.8,0.5581452545541536,
RF_15_t8,327.5,0.4467524996829334,
RF_15_t8_pruned_with_sigma_0_0,322.2,0.4336658708390774,
RF_15_t8_pruned_with_sigma_0_1,328.8,0.4390314099452895,
RF_15_t8_pruned_with_sigma_0_2,326.2,0.43708955938515215,
RF_15_t8_pruned_with_sigma_0_3,333.1,0.6051754583052925,
RF_15_t9,326.3,0.5033695005892296,
RF_15_t9_pruned_with_sigma_0_0,326.9,0.5049475888835021,
RF_15_t9_pruned_with_sigma_0_1,327.2,0.506452961861847,
RF_15_t9_pruned_with_sigma_0_2,330.6,0.5147084447708592,
RF_15_t9_pruned_with_sigma_0_3,327.3,0.5632186591196711,
RF_15_t10,324.5,0.5055811060786214,
RF_15_t10_pruned_with_sigma_0_0,325.7,0.5116751453061041,
RF_15_t10_pruned_with_sigma_0_1,326.0,0.5108980543413983,
RF_15_t10_pruned_with_sigma_0_2,320.2,0.5351771916714835,
RF_15_t10_pruned_with_sigma_0_3,329.8,0.6959780333783077,
RF_15_t11,318.7,0.6233553159299359,
RF_15_t11_pruned_with_sigma_0_0,323.1,0.6228209934961778,
RF_15_t11_pruned_with_sigma_0_1,322.3,0.6246173898452565,
RF_15_t11_pruned_with_sigma_0_2,321.0,0.6489488229011127,
RF_15_t11_pruned_with_sigma_0_3,328.1,0.7863448677196373,
RF_15_t12,284.4,0.6217063544450026,
RF_15_t12_pruned_with_sigma_0_0,287.0,0.6185499833280295,
RF_15_t12_pruned_with_sigma_0_1,288.5,0.6226773902525873,
RF_15_t12_pruned_with_sigma_0_2,300.3,0.6404969723860706,
RF_15_t12_pruned_with_sigma_0_3,326.9,0.8873215419042382,
RF_15_t13,254.1,0.5141083334121763,
RF_15_t13_pruned_with_sigma_0_0,254.6,0.6067789974022496,
RF_15_t13_pruned_with_sigma_0_1,254.6,0.6850754253032499,
RF_15_t13_pruned_with_sigma_0_2,265.5,0.6691214945866718,
RF_15_t13_pruned_with_sigma_0_3,285.9,0.8776581919177977,
RF_15_t14,226.1,0.5567321499461672,
RF_15_t14_pruned_with_sigma_0_0,227.8,0.7058038057600634,
RF_15_t14_pruned_with_sigma_0_1,226.8,0.6572202188250288,
RF_15_t14_pruned_with_sigma_0_2,229.5,0.6168170739841424,
RF_15_t14_pruned_with_sigma_0_3,243.0,0.6777137681002439,
RF_15_t15,196.5,0.5830758351687532,
RF_15_t15_pruned_with_sigma_0_0,217.5,0.6554217091898443,
RF_15_t15_pruned_with_sigma_0_1,218.3,0.5896472000005424,
RF_15_t15_pruned_with_sigma_0_2,220.8,0.686138060421296,
RF_15_t15_pruned_with_sigma_0_3,228.3,0.6838792847354751,
RF_15_t16,168.2,0.665742211575426,
RF_15_t16_pruned_with_sigma_0_0,208.2,0.5848706959222095,
RF_15_t16_pruned_with_sigma_0_1,204.2,0.5840487543652105,
RF_15_t16_pruned_with_sigma_0_2,183.9,0.5367230737212931,
RF_15_t16_pruned_with_sigma_0_3,194.7,0.5560223422384026,
RF_15_t17,148.1,0.6769594782252393,
RF_15_t17_pruned_with_sigma_0_0,182.1,0.5315264383439346,
RF_15_t17_pruned_with_sigma_0_1,180.1,0.5167170185818566,
RF_15_t17_pruned_with_sigma_0_2,164.1,0.5663450610691052,
RF_15_t17_pruned_with_sigma_0_3,163.2,0.5445136101077914,
RF_15_t18,128.9,0.6718851953343947,
RF_15_t18_pruned_with_sigma_0_0,159.4,0.5741855352610334,
RF_15_t18_pruned_with_sigma_0_1,156.8,0.5743778148226711,
RF_15_t18_pruned_with_sigma_0_2,146.8,0.6008420811441149,
RF_15_t18_pruned_with_sigma_0_3,143.1,0.636210556155892,
RF_15_t19,123.1,0.6656706192190609,
RF_15_t19_pruned_with_sigma_0_0,146.1,0.5734330668794925,
RF_15_t19_pruned_with_sigma_0_1,145.1,0.5891648873947142,
RF_15_t19_pruned_with_sigma_0_2,136.1,0.6666343602105894,
RF_15_t19_pruned_with_sigma_0_3,132.6,0.6363561901583765,
RF_15_t20,117.8,0.6644809423004219,
RF_15_t20_pruned_with_sigma_0_0,132.8,0.6591090869150954,
RF_15_t20_pruned_with_sigma_0_1,134.8,0.5918600463455138,
RF_15_t20_pruned_with_sigma_0_2,121.8,0.6643035795323436,
RF_15_t20_pruned_with_sigma_0_3,112.7,0.6264497150055368,
RF_15_t21,108.0,0.5819051070874576,
RF_15_t21_pruned_with_sigma_0_0,126.0,0.6599101608770732,
RF_15_t21_pruned_with_sigma_0_1,122.0,0.5995807087100958,
RF_15_t21_pruned_with_sigma_0_2,115.0,0.655853865882611,
RF_15_t21_pruned_with_sigma_0_3,103.5,0.6617781790565211,
RF_15_t22,100.0,0.61934610270989,
RF_15_t22_pruned_with_sigma_0_0,111.0,0.6702540626746426,
RF_15_t22_pruned_with_sigma_0_1,108.0,0.5728734292234694,
RF_15_t22_pruned_with_sigma_0_2,105.0,0.6827081440181196,
RF_15_t22_pruned_with_sigma_0_3,94.0,0.6650072772790236,
RF_15_t23,89.0,0.5988082834802657,
RF_15_t23_pruned_with_sigma_0_0,95.0,0.6542306322560025,
RF_15_t23_pruned_with_sigma_0_1,96.0,0.6973016490145382,
RF_15_t23_pruned_with_sigma_0_2,93.0,0.7035169354533748,
RF_15_t23_pruned_with_sigma_0_3,85.0,0.6741628579621504,
RF_15_t24,79.0,0.6168711145709661,
RF_15_t24_pruned_with_sigma_0_0,84.0,0.6455671672325234,
RF_15_t24_pruned_with_sigma_0_1,84.0,0.6839487697005351,
RF_15_t24_pruned_with_sigma_0_2,86.0,0.6892657975431237,
RF_15_t24_pruned_with_sigma_0_3,76.0,0.6675873874015668,
RF_15_t25,64.0,0.6032781960188107,
RF_15_t25_pruned_with_sigma_0_0,73.0,0.607842151262771,
RF_15_t25_pruned_with_sigma_0_1,66.0,0.6681241532302786,
RF_15_t25_pruned_with_sigma_0_2,70.0,0.666302034917676,
RF_15_t25_pruned_with_sigma_0_3,70.0,0.6587747986534979,
RF_20_t2,422.7,0.5555010060509247,
RF_20_t2_pruned_with_sigma_0_0,424.0,0.5059704842015947,
RF_20_t2_pruned_with_sigma_0_1,427.0,0.5653335427166597,
RF_20_t2_pruned_with_sigma_0_2,433.5,0.5451579000514706,
RF_20_t2_pruned_with_sigma_0_3,450.5,0.46859920344145545,
RF_20_t3,392.3,0.5993902123257161,
RF_20_t3_pruned_with_sigma_0_0,394.9,0.5924702820246625,
RF_20_t3_pruned_with_sigma_0_1,394.4,0.5929557984547545,
RF_20_t3_pruned_with_sigma_0_2,395.5,0.7080688358295899,
RF_20_t3_pruned_with_sigma_0_3,390.8,0.8026595455114437,
RF_20_t4,353.9,0.3913789539634622,
RF_20_t4_pruned_with_sigma_0_0,339.0,0.3002779192284366,
RF_20_t4_pruned_with_sigma_0_1,338.8,0.30056927270801814,
RF_20_t4_pruned_with_sigma_0_2,349.9,0.32754319466904863,
RF_20_t4_pruned_with_sigma_0_3,363.5,0.8285176199871239,
RF_20_t5,318.2,0.34786222541759726,
RF_20_t5_pruned_with_sigma_0_0,313.0,0.2993290567142622,
RF_20_t5_pruned_with_sigma_0_1,314.8,0.4418276146249184,
RF_20_t5_pruned_with_sigma_0_2,321.5,0.31003751068101076,
RF_20_t5_pruned_with_sigma_0_3,322.7,0.3058860234949667,
RF_20_t6,329.3,0.3048906008962514,
RF_20_t6_pruned_with_sigma_0_0,324.4,0.3125619591464953,
RF_20_t6_pruned_with_sigma_0_1,322.9,0.2962461348159229,
RF_20_t6_pruned_with_sigma_0_2,315.2,0.3070513018328734,
RF_20_t6_pruned_with_sigma_0_3,316.2,0.302681353327201,
RF_20_t7,344.4,0.37925560926406865,
RF_20_t7_pruned_with_sigma_0_0,326.0,0.3743019428408867,
RF_20_t7_pruned_with_sigma_0_1,327.7,0.3804685765408796,
RF_20_t7_pruned_with_sigma_0_2,334.6,0.39474741412034114,
RF_20_t7_pruned_with_sigma_0_3,327.5,0.4462410638134887,
RF_20_t8,340.4,0.5111592234932101,
RF_20_t8_pruned_with_sigma_0_0,338.4,0.5108162905061608,
RF_20_t8_pruned_with_sigma_0_1,337.1,0.5563416783376356,
RF_20_t8_pruned_with_sigma_0_2,337.7,0.5624850275742573,
RF_20_t8_pruned_with_sigma_0_3,337.1,0.5637717623889482,
RF_20_t9,349.9,0.5358551202962326,
RF_20_t9_pruned_with_sigma_0_0,349.7,0.5468536574129789,
RF_20_t9_pruned_with_sigma_0_1,349.1,0.5621226889027987,
RF_20_t9_pruned_with_sigma_0_2,346.8,0.5720765906759047,
RF_20_t9_pruned_with_sigma_0_3,346.7,0.5247867032627693,
RF_20_t10,342.0,0.5681210525650298,
RF_20_t10_pruned_with_sigma_0_0,344.2,0.5631450065304078,
RF_20_t10_pruned_with_sigma_0_1,346.9,0.5489176452993989,
RF_20_t10_pruned_with_sigma_0_2,345.9,0.6261906385080283,
RF_20_t10_pruned_with_sigma_0_3,345.6,0.520854971305141,
RF_20_t11,338.3,0.5038794833902639,
RF_20_t11_pruned_with_sigma_0_0,336.2,0.49628030697647035,
RF_20_t11_pruned_with_sigma_0_1,338.0,0.6288920430003322,
RF_20_t11_pruned_with_sigma_0_2,337.2,0.6284319950573274,
RF_20_t11_pruned_with_sigma_0_3,338.8,0.716978007942242,
RF_20_t12,336.3,0.5141970855338257,
RF_20_t12_pruned_with_sigma_0_0,335.0,0.4994605638265016,
RF_20_t12_pruned_with_sigma_0_1,335.2,0.5419249230500065,
RF_20_t12_pruned_with_sigma_0_2,334.1,0.5335733136234773,
RF_20_t12_pruned_with_sigma_0_3,335.1,0.7443396044287993,
RF_20_t13,333.3,0.5440842888142352,
RF_20_t13_pruned_with_sigma_0_0,332.8,0.5299296281621517,
RF_20_t13_pruned_with_sigma_0_1,334.2,0.5474594012538773,
RF_20_t13_pruned_with_sigma_0_2,334.1,0.5696020505418457,
RF_20_t13_pruned_with_sigma_0_3,332.3,0.6567424746898619,
RF_20_t14,333.7,0.4805228234457333,
