DSF,accuracy,
RF_15_t23,0.6841446627455888,
RF_15_pruned_with_sigma_0_0_t23,0.6609936178200475,
RF_15_pruned_with_sigma_0_1_t23,0.5418595920410462,
RF_15_pruned_with_sigma_0_2_t23,0.5244650231510449,
RF_15_pruned_with_sigma_0_3_t23,0.5205856588662245,
RF_15_t24,0.6700037542235014,
RF_15_pruned_with_sigma_0_0_t24,0.625328494556376,
RF_15_pruned_with_sigma_0_1_t24,0.529846076836441,
RF_15_pruned_with_sigma_0_2_t24,0.519584532599174,
RF_15_pruned_with_sigma_0_3_t24,0.5205856588662245,
RF_15_t25,0.6148166687523464,
RF_15_pruned_with_sigma_0_0_t25,0.60267801276436,
RF_15_pruned_with_sigma_0_1_t25,0.5214616443498936,
RF_15_pruned_with_sigma_0_2_t25,0.5185834063321236,
RF_15_pruned_with_sigma_0_3_t25,0.518708547115505,
RF_20_t2,0.7007883869353022,
RF_20_pruned_with_sigma_0_0_t2,0.6989112751845826,
RF_20_pruned_with_sigma_0_1_t2,0.6528594669002628,
RF_20_pruned_with_sigma_0_2_t2,0.6835189588286823,
RF_20_pruned_with_sigma_0_3_t2,0.697409585784007,
RF_20_t3,0.6335877862595419,
RF_20_pruned_with_sigma_0_0_t3,0.6378425728945063,
RF_20_pruned_with_sigma_0_1_t3,0.6586159429358027,
RF_20_pruned_with_sigma_0_2_t3,0.6404705293455137,
RF_20_pruned_with_sigma_0_3_t3,0.6872731823301214,
RF_20_t4,0.6443498936303341,
RF_20_pruned_with_sigma_0_0_t4,0.6758853710424227,
RF_20_pruned_with_sigma_0_1_t4,0.6852709297960206,
RF_20_pruned_with_sigma_0_2_t4,0.6558628457014141,
RF_20_pruned_with_sigma_0_3_t4,0.6161932173695407,
RF_20_t5,0.6242022275059442,
RF_20_pruned_with_sigma_0_0_t5,0.6199474408709799,
RF_20_pruned_with_sigma_0_1_t5,0.6069327993993242,
RF_20_pruned_with_sigma_0_2_t5,0.5698911275184583,
RF_20_pruned_with_sigma_0_3_t5,0.605180828431986,
RF_20_t6,0.602302590414216,
RF_20_pruned_with_sigma_0_0_t6,0.6514829182830685,
RF_20_pruned_with_sigma_0_1_t6,0.6075585033162307,
RF_20_pruned_with_sigma_0_2_t6,0.5942935802778125,
RF_20_pruned_with_sigma_0_3_t6,0.5560005005631335,
RF_20_t7,0.606432236265799,
RF_20_pruned_with_sigma_0_0_t7,0.645100738330622,
RF_20_pruned_with_sigma_0_1_t7,0.6186960330371668,
RF_20_pruned_with_sigma_0_2_t7,0.6826429733450131,
RF_20_pruned_with_sigma_0_3_t7,0.6395945438618446,
RF_20_t8,0.6369665874108372,
RF_20_pruned_with_sigma_0_0_t8,0.6289575772744337,
RF_20_pruned_with_sigma_0_1_t8,0.6183206106870229,
RF_20_pruned_with_sigma_0_2_t8,0.6295832811913402,
RF_20_pruned_with_sigma_0_3_t8,0.6203228632211237,
RF_20_t9,0.603553998248029,
RF_20_pruned_with_sigma_0_0_t9,0.612188712301339,
RF_20_pruned_with_sigma_0_1_t9,0.612188712301339,
RF_20_pruned_with_sigma_0_2_t9,0.6161932173695407,
RF_20_pruned_with_sigma_0_3_t9,0.6602427731197598,
RF_20_t10,0.6169440620698285,
RF_20_pruned_with_sigma_0_0_t10,0.6275810286572394,
RF_20_pruned_with_sigma_0_1_t10,0.6288324364910525,
