RF,comparisons Count,accuracy,
RF_20_t14_pruned_with_sigma_0_0,52.0,0.911732882482139,
RF_20_t14_pruned_with_sigma_0_1,85.0,0.8788843087007429,
RF_20_t14_pruned_with_sigma_0_2,84.0,0.8806362011297273,
RF_20_t14_pruned_with_sigma_0_3,77.0,0.8930433518943193,
RF_20_t15,2.0,0.6557571547225363,
RF_20_t15_pruned_with_sigma_0_0,47.0,0.9110814166840935,
RF_20_t15_pruned_with_sigma_0_1,76.0,0.8680133128701712,
RF_20_t15_pruned_with_sigma_0_2,78.0,0.8715019748369267,
RF_20_t15_pruned_with_sigma_0_3,71.0,0.8908675459210136,
RF_20_t16,1.0,0.5108006980159475,
RF_20_t16_pruned_with_sigma_0_0,46.0,0.9102123230296822,
RF_20_t16_pruned_with_sigma_0_1,69.0,0.8634450182478949,
RF_20_t16_pruned_with_sigma_0_2,72.0,0.8697604793956515,
RF_20_t16_pruned_with_sigma_0_3,71.0,0.8908675459210136,
RF_20_t17,0.0,0.6059553473007412,
RF_20_t17_pruned_with_sigma_0_0,41.0,0.884345326494951,
RF_20_t17_pruned_with_sigma_0_1,61.0,0.8567127324110733,
RF_20_t17_pruned_with_sigma_0_2,67.0,0.8560697732393351,
RF_20_t17_pruned_with_sigma_0_3,66.0,0.886298778708387,
RF_20_t18,0.0,0.6059553473007412,
RF_20_t18_pruned_with_sigma_0_0,40.0,0.8876040732562303,
RF_20_t18_pruned_with_sigma_0_1,56.0,0.8493162208367447,
RF_20_t18_pruned_with_sigma_0_2,60.0,0.8508575742646197,
RF_20_t18_pruned_with_sigma_0_3,59.0,0.8843448539046005,
RF_20_t19,0.0,0.6059553473007412,
RF_20_t19_pruned_with_sigma_0_0,35.0,0.8952078156992151,
RF_20_t19_pruned_with_sigma_0_1,48.0,0.8445354968519574,
RF_20_t19_pruned_with_sigma_0_2,57.0,0.8458606401945182,
RF_20_t19_pruned_with_sigma_0_3,56.0,0.8810861071433213,
RF_20_t20,0.0,0.6059553473007412,
RF_20_t20_pruned_with_sigma_0_0,28.0,0.8921643338425493,
RF_20_t20_pruned_with_sigma_0_1,43.0,0.8730277327832381,
RF_20_t20_pruned_with_sigma_0_2,52.0,0.8845468862794025,
RF_20_t20_pruned_with_sigma_0_3,53.0,0.894774922938236,
RF_20_t21,0.0,0.6059553473007412,
RF_20_t21_pruned_with_sigma_0_0,23.0,0.900215146757026,
RF_20_t21_pruned_with_sigma_0_1,39.0,0.892600062145631,
RF_20_t21_pruned_with_sigma_0_2,45.0,0.882830438126699,
RF_20_t21_pruned_with_sigma_0_3,49.0,0.8930386259908152,
RF_20_t22,0.0,0.6059553473007412,
RF_20_t22_pruned_with_sigma_0_0,18.0,0.8819533104363309,
RF_20_t22_pruned_with_sigma_0_1,36.0,0.8891194342148324,
RF_20_t22_pruned_with_sigma_0_2,42.0,0.8687049488480019,
RF_20_t22_pruned_with_sigma_0_3,44.0,0.8776078421642748,
RF_20_t23,0.0,0.6059553473007412,
RF_20_t23_pruned_with_sigma_0_0,17.0,0.8778235796592387,
RF_20_t23_pruned_with_sigma_0_1,31.0,0.8919490689379359,
RF_20_t23_pruned_with_sigma_0_2,36.0,0.8487129592544415,
RF_20_t23_pruned_with_sigma_0_3,38.0,0.851756441111107,
RF_20_t24,0.0,0.6059553473007412,
RF_20_t24_pruned_with_sigma_0_0,7.0,0.7758988373095905,
RF_20_t24_pruned_with_sigma_0_1,27.0,0.8973845668532217,
RF_20_t24_pruned_with_sigma_0_2,31.0,0.8382814724497548,
RF_20_t24_pruned_with_sigma_0_3,32.0,0.8630485149438976,
RF_20_t25,0.0,0.6059553473007412,
RF_20_t25_pruned_with_sigma_0_0,3.0,0.6387982499979324,
RF_20_t25_pruned_with_sigma_0_1,18.0,0.9030386378055739,
RF_20_t25_pruned_with_sigma_0_2,25.0,0.897606448022741,
RF_20_t25_pruned_with_sigma_0_3,26.0,0.8272013553891251,
RF_5,124.4,0.9156506564870706,
RF_10,339.9,0.924123965174817,
RF_15,557.1,0.9276003397924619,
RF_20,784.4,0.928251333000157,
