Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,5565.0,4312.0,0,0.563,0.437,
0,2,33.0,1062.0,1,0.03,0.97,
0,3,0.0,0.0,0,0,0,
0,4,0.0,0.0,0,0,0,
1,0,0.0,0.0,0,0,0,
1,1,5530.0,4879.0,0,0.531,0.469,
1,2,68.0,495.0,1,0.121,0.879,
1,3,0.0,0.0,0,0,0,
1,4,0.0,0.0,0,0,0,
2,0,0.0,0.0,0,0,0,
2,1,1907.0,268.0,0,0.877,0.123,
2,2,3691.0,5106.0,1,0.42,0.58,
2,3,0.0,0.0,0,0,0,
2,4,0.0,0.0,0,0,0,
3,0,0.0,0.0,0,0,0,
3,1,1520.0,1969.0,1,0.436,0.564,
3,2,4078.0,3405.0,0,0.545,0.455,
3,3,0.0,0.0,0,0,0,
3,4,0.0,0.0,0,0,0,
4,0,0.0,0.0,0,0,0,
4,1,5594.0,5365.0,0,0.51,0.49,
4,2,4.0,9.0,1,0.308,0.692,
4,3,0.0,0.0,0,0,0,
4,4,0.0,0.0,0,0,0,
5,0,0.0,0.0,0,0,0,
5,1,5304.0,5317.0,1,0.499,0.501,
5,2,294.0,57.0,0,0.838,0.162,
5,3,0.0,0.0,0,0,0,
5,4,0.0,0.0,0,0,0,
6,0,0.0,0.0,0,0,0,
6,1,1158.0,272.0,0,0.81,0.19,
6,2,4440.0,5102.0,1,0.465,0.535,
6,3,0.0,0.0,0,0,0,
6,4,0.0,0.0,0,0,0,
7,0,0.0,0.0,0,0,0,
7,1,5387.0,5347.0,0,0.502,0.498,
7,2,211.0,27.0,0,0.887,0.113,
7,3,0.0,0.0,0,0,0,
7,4,0.0,0.0,0,0,0,
8,0,0.0,0.0,0,0,0,
8,1,5573.0,5161.0,0,0.519,0.481,
8,2,25.0,213.0,1,0.105,0.895,
8,3,0.0,0.0,0,0,0,
8,4,0.0,0.0,0,0,0,
9,0,0.0,0.0,0,0,0,
9,1,2676.0,850.0,0,0.759,0.241,
9,2,2922.0,4524.0,1,0.392,0.608,
9,3,0.0,0.0,0,0,0,
9,4,0.0,0.0,0,0,0,
10,0,0.0,0.0,0,0,0,
10,1,4675.0,5058.0,1,0.48,0.52,
10,2,923.0,316.0,0,0.745,0.255,
10,3,0.0,0.0,0,0,0,
10,4,0.0,0.0,0,0,0,
11,0,0.0,0.0,0,0,0,
11,1,5242.0,5245.0,1,0.5,0.5,
11,2,356.0,129.0,0,0.734,0.266,
11,3,0.0,0.0,0,0,0,
11,4,0.0,0.0,0,0,0,
12,0,0.0,0.0,0,0,0,
12,1,5316.0,5161.0,0,0.507,0.493,
12,2,282.0,213.0,0,0.57,0.43,
12,3,0.0,0.0,0,0,0,
12,4,0.0,0.0,0,0,0,
13,0,0.0,0.0,0,0,0,
13,1,5360.0,5333.0,0,0.501,0.499,
13,2,238.0,41.0,0,0.853,0.147,
13,3,0.0,0.0,0,0,0,
13,4,0.0,0.0,0,0,0,
14,0,0.0,0.0,0,0,0,
14,1,4846.0,5226.0,1,0.481,0.519,
14,2,752.0,148.0,0,0.836,0.164,
14,3,0.0,0.0,0,0,0,
14,4,0.0,0.0,0,0,0,
15,0,0.0,0.0,0,0,0,
15,1,5419.0,5197.0,0,0.51,0.49,
15,2,179.0,177.0,0,0.503,0.497,
15,3,0.0,0.0,0,0,0,
15,4,0.0,0.0,0,0,0,
16,0,0.0,0.0,0,0,0,
16,1,2903.0,1277.0,0,0.694,0.306,
16,2,2695.0,4097.0,1,0.397,0.603,
16,3,0.0,0.0,0,0,0,
16,4,0.0,0.0,0,0,0,
17,0,0.0,0.0,0,0,0,
17,1,4406.0,2859.0,0,0.606,0.394,
17,2,1192.0,2515.0,1,0.322,0.678,
17,3,0.0,0.0,0,0,0,
17,4,0.0,0.0,0,0,0,
18,0,0.0,0.0,0,0,0,
18,1,4470.0,2505.0,0,0.641,0.359,
18,2,1128.0,2869.0,1,0.282,0.718,
18,3,0.0,0.0,0,0,0,
18,4,0.0,0.0,0,0,0,
19,0,0.0,0.0,0,0,0,
19,1,3370.0,4582.0,1,0.424,0.576,
19,2,2228.0,792.0,0,0.738,0.262,
19,3,0.0,0.0,0,0,0,
19,4,0.0,0.0,0,0,0,
20,0,0.0,0.0,0,0,0,
20,1,4854.0,5013.0,1,0.492,0.508,
20,2,744.0,361.0,0,0.673,0.327,
20,3,0.0,0.0,0,0,0,
20,4,0.0,0.0,0,0,0,
21,0,0.0,0.0,0,0,0,
21,1,3991.0,2660.0,0,0.6,0.4,
