Frequency,DSF_RF_5,DSF_RF_10,DSF_RF_15,DSF_RF_20,,Normal Features,DT Classifier_5,RF Classifier_5,DT Classifier_10,RF Classifier_10,DT Classifier_15,RF Classifier_15,DT Classifier_20,RF Classifier_20
t2,0.6315100802715665,0.8290988355616712,0.5475786177063371,0.6101972214679334,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t3,0.6268981678752629,0.7780605209182461,0.5486639625446712,0.5418020223470131,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t4,0.6775173356514049,0.6656750285300992,0.7696118742274679,0.8164216065318872,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t5,0.6510307663509323,0.7057629164739435,0.41392656428046015,0.6218966563009541,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t6,0.6347404164022479,0.7119770121630079,0.5041221399199951,0.41562437598006596,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t7,0.5644074695025846,0.6397660288698461,0.6192274315265089,0.49758752327672645,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t8,0.6052238428306975,0.5971553783735615,0.5934190266428198,0.7252007923909204,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t9,0.8647874041545908,0.6814241414436244,0.5933226997020739,0.7735190661291432,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t10,0.8609510441799703,0.704707876806797,0.611340417881843,0.7100036568397095,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t11,0.8699349741570457,0.7042466322192189,0.6267577242449297,0.6945883311297095,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t12,0.8697407286793233,0.6999009260820563,0.6068489362669753,0.48936255480433194,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t13,0.8697407286793233,0.6604253311028587,0.6107092409226624,0.47846182717074637,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t14,0.8964260058217643,0.6640428318587931,0.4671161363895401,0.4304893601349886,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t15,0.8874911412195925,0.6480923319163117,0.5819264816353522,0.4642611133869955,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t16,0.8874911412195925,0.6214110573436501,0.5913221870312436,0.5031790100996508,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t17,0.8873458284837543,0.601309335481163,0.5226893242769151,0.4934203293938085,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t18,0.8873458284837543,0.588783019248028,0.5431344742897228,0.5802167359114186,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t19,0.8873458284837543,0.5645282215506668,0.5568543108516534,0.5939829468716631,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t20,0.8873458284837543,0.5645282215506668,0.6056038541151147,0.5950511319447127,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t21,0.8873458284837543,0.6321255446390721,0.5990509252729949,0.6986176279362629,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t22,0.8873458284837543,0.7356943396029552,0.6473164552805818,0.5816869522974736,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t23,0.8873458284837543,0.7419845578028402,0.6495743379040735,0.5233721662181755,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t24,0.8873458284837543,0.7449224941267889,0.6302742794836496,0.5284470326943046,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
t25,0.8873458284837543,0.865251378034964,0.5617399424307854,0.5716433375501792,0.7361737018609562,0.4608954562079224,0.50093106905779830.4348696893849639,0.457569647882618560.3633716675180233,0.424041842121729850.33139765168228924,0.4139906997137456
