RF,nodes Count,
RF_10_pruned_with_sigma_0_2_t6,189,
RF_10_pruned_with_sigma_0_3_t6,172,
RF_10_t7,156,
RF_10_pruned_with_sigma_0_0_t7,191,
RF_10_pruned_with_sigma_0_1_t7,177,
RF_10_pruned_with_sigma_0_2_t7,154,
RF_10_pruned_with_sigma_0_3_t7,130,
RF_10_t8,128,
RF_10_pruned_with_sigma_0_0_t8,172,
RF_10_pruned_with_sigma_0_1_t8,158,
RF_10_pruned_with_sigma_0_2_t8,143,
RF_10_pruned_with_sigma_0_3_t8,115,
RF_10_t9,118,
RF_10_pruned_with_sigma_0_0_t9,150,
RF_10_pruned_with_sigma_0_1_t9,142,
RF_10_pruned_with_sigma_0_2_t9,133,
RF_10_pruned_with_sigma_0_3_t9,110,
RF_10_t10,107,
RF_10_pruned_with_sigma_0_0_t10,133,
RF_10_pruned_with_sigma_0_1_t10,133,
RF_10_pruned_with_sigma_0_2_t10,123,
RF_10_pruned_with_sigma_0_3_t10,108,
RF_10_t11,97,
RF_10_pruned_with_sigma_0_0_t11,122,
RF_10_pruned_with_sigma_0_1_t11,117,
RF_10_pruned_with_sigma_0_2_t11,115,
RF_10_pruned_with_sigma_0_3_t11,99,
RF_10_t12,87,
RF_10_pruned_with_sigma_0_0_t12,105,
RF_10_pruned_with_sigma_0_1_t12,111,
RF_10_pruned_with_sigma_0_2_t12,108,
RF_10_pruned_with_sigma_0_3_t12,97,
RF_10_t13,82,
RF_10_pruned_with_sigma_0_0_t13,93,
RF_10_pruned_with_sigma_0_1_t13,104,
RF_10_pruned_with_sigma_0_2_t13,101,
RF_10_pruned_with_sigma_0_3_t13,94,
RF_10_t14,78,
RF_10_pruned_with_sigma_0_0_t14,89,
RF_10_pruned_with_sigma_0_1_t14,97,
RF_10_pruned_with_sigma_0_2_t14,91,
RF_10_pruned_with_sigma_0_3_t14,90,
RF_10_t15,72,
RF_10_pruned_with_sigma_0_0_t15,79,
RF_10_pruned_with_sigma_0_1_t15,87,
RF_10_pruned_with_sigma_0_2_t15,86,
RF_10_pruned_with_sigma_0_3_t15,84,
RF_10_t16,64,
RF_10_pruned_with_sigma_0_0_t16,72,
RF_10_pruned_with_sigma_0_1_t16,82,
RF_10_pruned_with_sigma_0_2_t16,79,
RF_10_pruned_with_sigma_0_3_t16,78,
RF_10_t17,58,
RF_10_pruned_with_sigma_0_0_t17,65,
RF_10_pruned_with_sigma_0_1_t17,78,
RF_10_pruned_with_sigma_0_2_t17,74,
RF_10_pruned_with_sigma_0_3_t17,75,
RF_10_t18,55,
RF_10_pruned_with_sigma_0_0_t18,61,
RF_10_pruned_with_sigma_0_1_t18,72,
RF_10_pruned_with_sigma_0_2_t18,71,
RF_10_pruned_with_sigma_0_3_t18,68,
RF_10_t19,53,
RF_10_pruned_with_sigma_0_0_t19,56,
RF_10_pruned_with_sigma_0_1_t19,68,
RF_10_pruned_with_sigma_0_2_t19,68,
RF_10_pruned_with_sigma_0_3_t19,66,
RF_10_t20,51,
RF_10_pruned_with_sigma_0_0_t20,53,
RF_10_pruned_with_sigma_0_1_t20,63,
RF_10_pruned_with_sigma_0_2_t20,64,
RF_10_pruned_with_sigma_0_3_t20,64,
RF_10_t21,49,
RF_10_pruned_with_sigma_0_0_t21,49,
RF_10_pruned_with_sigma_0_1_t21,59,
RF_10_pruned_with_sigma_0_2_t21,61,
RF_10_pruned_with_sigma_0_3_t21,60,
RF_10_t22,48,
RF_10_pruned_with_sigma_0_0_t22,48,
RF_10_pruned_with_sigma_0_1_t22,55,
RF_10_pruned_with_sigma_0_2_t22,59,
RF_10_pruned_with_sigma_0_3_t22,58,
RF_10_t23,46,
RF_10_pruned_with_sigma_0_0_t23,46,
RF_10_pruned_with_sigma_0_1_t23,49,
RF_10_pruned_with_sigma_0_2_t23,56,
RF_10_pruned_with_sigma_0_3_t23,53,
RF_10_t24,40,
RF_10_pruned_with_sigma_0_0_t24,40,
RF_10_pruned_with_sigma_0_1_t24,43,
RF_10_pruned_with_sigma_0_2_t24,46,
RF_10_pruned_with_sigma_0_3_t24,48,
RF_10_t25,29,
RF_10_pruned_with_sigma_0_0_t25,29,
RF_10_pruned_with_sigma_0_1_t25,31,
RF_10_pruned_with_sigma_0_2_t25,32,
RF_10_pruned_with_sigma_0_3_t25,34,
RF_15_t2,12921,
RF_15_pruned_with_sigma_0_0_t2,13578,
RF_15_pruned_with_sigma_0_1_t2,14226,
RF_15_pruned_with_sigma_0_2_t2,14788,
RF_15_pruned_with_sigma_0_3_t2,15294,
RF_15_t3,6008,
RF_15_pruned_with_sigma_0_0_t3,6045,
RF_15_pruned_with_sigma_0_1_t3,6327,
RF_15_pruned_with_sigma_0_2_t3,6758,
RF_15_pruned_with_sigma_0_3_t3,7112,
RF_15_t4,4158,
RF_15_pruned_with_sigma_0_0_t4,4100,
RF_15_pruned_with_sigma_0_1_t4,4277,
RF_15_pruned_with_sigma_0_2_t4,4597,
RF_15_pruned_with_sigma_0_3_t4,4884,
RF_15_t5,3054,
RF_15_pruned_with_sigma_0_0_t5,3063,
RF_15_pruned_with_sigma_0_1_t5,3099,
RF_15_pruned_with_sigma_0_2_t5,3361,
RF_15_pruned_with_sigma_0_3_t5,3599,
RF_15_t6,2333,
RF_15_pruned_with_sigma_0_0_t6,2373,
RF_15_pruned_with_sigma_0_1_t6,2393,
RF_15_pruned_with_sigma_0_2_t6,2607,
RF_15_pruned_with_sigma_0_3_t6,2788,
RF_15_t7,1831,
RF_15_pruned_with_sigma_0_0_t7,1899,
RF_15_pruned_with_sigma_0_1_t7,1908,
RF_15_pruned_with_sigma_0_2_t7,2062,
RF_15_pruned_with_sigma_0_3_t7,2225,
RF_15_t8,1446,
RF_15_pruned_with_sigma_0_0_t8,1486,
RF_15_pruned_with_sigma_0_1_t8,1485,
RF_15_pruned_with_sigma_0_2_t8,1593,
RF_15_pruned_with_sigma_0_3_t8,1758,
RF_15_t9,1093,
RF_15_pruned_with_sigma_0_0_t9,1124,
RF_15_pruned_with_sigma_0_1_t9,1125,
RF_15_pruned_with_sigma_0_2_t9,1192,
RF_15_pruned_with_sigma_0_3_t9,1336,
RF_15_t10,829,
RF_15_pruned_with_sigma_0_0_t10,879,
RF_15_pruned_with_sigma_0_1_t10,866,
RF_15_pruned_with_sigma_0_2_t10,888,
RF_15_pruned_with_sigma_0_3_t10,1046,
RF_15_t11,607,
RF_15_pruned_with_sigma_0_0_t11,663,
RF_15_pruned_with_sigma_0_1_t11,653,
RF_15_pruned_with_sigma_0_2_t11,673,
RF_15_pruned_with_sigma_0_3_t11,769,
RF_15_t12,465,
RF_15_pruned_with_sigma_0_0_t12,514,
RF_15_pruned_with_sigma_0_1_t12,513,
RF_15_pruned_with_sigma_0_2_t12,522,
RF_15_pruned_with_sigma_0_3_t12,578,
RF_15_t13,352,
RF_15_pruned_with_sigma_0_0_t13,394,
RF_15_pruned_with_sigma_0_1_t13,379,
RF_15_pruned_with_sigma_0_2_t13,400,
RF_15_pruned_with_sigma_0_3_t13,437,
RF_15_t14,249,
RF_15_pruned_with_sigma_0_0_t14,300,
RF_15_pruned_with_sigma_0_1_t14,286,
RF_15_pruned_with_sigma_0_2_t14,280,
RF_15_pruned_with_sigma_0_3_t14,300,
RF_15_t15,208,
RF_15_pruned_with_sigma_0_0_t15,251,
RF_15_pruned_with_sigma_0_1_t15,251,
RF_15_pruned_with_sigma_0_2_t15,236,
RF_15_pruned_with_sigma_0_3_t15,244,
RF_15_t16,176,
RF_15_pruned_with_sigma_0_0_t16,216,
RF_15_pruned_with_sigma_0_1_t16,212,
RF_15_pruned_with_sigma_0_2_t16,192,
RF_15_pruned_with_sigma_0_3_t16,205,
RF_15_t17,153,
RF_15_pruned_with_sigma_0_0_t17,187,
RF_15_pruned_with_sigma_0_1_t17,185,
RF_15_pruned_with_sigma_0_2_t17,169,
RF_15_pruned_with_sigma_0_3_t17,170,
RF_15_t18,131,
RF_15_pruned_with_sigma_0_0_t18,162,
RF_15_pruned_with_sigma_0_1_t18,160,
RF_15_pruned_with_sigma_0_2_t18,150,
RF_15_pruned_with_sigma_0_3_t18,147,
RF_15_t19,125,
RF_15_pruned_with_sigma_0_0_t19,148,
RF_15_pruned_with_sigma_0_1_t19,147,
RF_15_pruned_with_sigma_0_2_t19,138,
RF_15_pruned_with_sigma_0_3_t19,136,
RF_15_t20,119,
RF_15_pruned_with_sigma_0_0_t20,134,
RF_15_pruned_with_sigma_0_1_t20,136,
RF_15_pruned_with_sigma_0_2_t20,123,
RF_15_pruned_with_sigma_0_3_t20,115,
RF_15_t21,109,
RF_15_pruned_with_sigma_0_0_t21,127,
RF_15_pruned_with_sigma_0_1_t21,123,
RF_15_pruned_with_sigma_0_2_t21,116,
RF_15_pruned_with_sigma_0_3_t21,105,
RF_15_t22,101,
RF_15_pruned_with_sigma_0_0_t22,112,
RF_15_pruned_with_sigma_0_1_t22,109,
RF_15_pruned_with_sigma_0_2_t22,106,
RF_15_pruned_with_sigma_0_3_t22,95,
RF_15_t23,90,
RF_15_pruned_with_sigma_0_0_t23,96,
RF_15_pruned_with_sigma_0_1_t23,97,
RF_15_pruned_with_sigma_0_2_t23,94,
RF_15_pruned_with_sigma_0_3_t23,86,
RF_15_t24,80,
RF_15_pruned_with_sigma_0_0_t24,85,
RF_15_pruned_with_sigma_0_1_t24,85,
RF_15_pruned_with_sigma_0_2_t24,87,
RF_15_pruned_with_sigma_0_3_t24,77,
RF_15_t25,65,
RF_15_pruned_with_sigma_0_0_t25,74,
RF_15_pruned_with_sigma_0_1_t25,67,
RF_15_pruned_with_sigma_0_2_t25,71,
RF_15_pruned_with_sigma_0_3_t25,71,
RF_20_t2,31142,
RF_20_pruned_with_sigma_0_0_t2,32943,
RF_20_pruned_with_sigma_0_1_t2,33879,
RF_20_pruned_with_sigma_0_2_t2,34768,
RF_20_pruned_with_sigma_0_3_t2,36039,
RF_20_t3,12766,
RF_20_pruned_with_sigma_0_0_t3,13230,
RF_20_pruned_with_sigma_0_1_t3,13672,
RF_20_pruned_with_sigma_0_2_t3,13971,
RF_20_pruned_with_sigma_0_3_t3,14179,
RF_20_t4,8196,
RF_20_pruned_with_sigma_0_0_t4,8350,
RF_20_pruned_with_sigma_0_1_t4,8532,
RF_20_pruned_with_sigma_0_2_t4,8778,
RF_20_pruned_with_sigma_0_3_t4,8971,
RF_20_t5,6097,
RF_20_pruned_with_sigma_0_0_t5,6135,
RF_20_pruned_with_sigma_0_1_t5,6301,
RF_20_pruned_with_sigma_0_2_t5,6590,
RF_20_pruned_with_sigma_0_3_t5,6717,
RF_20_t6,4950,
RF_20_pruned_with_sigma_0_0_t6,4973,
RF_20_pruned_with_sigma_0_1_t6,5057,
RF_20_pruned_with_sigma_0_2_t6,5316,
RF_20_pruned_with_sigma_0_3_t6,5466,
RF_20_t7,4127,
RF_20_pruned_with_sigma_0_0_t7,4173,
RF_20_pruned_with_sigma_0_1_t7,4230,
RF_20_pruned_with_sigma_0_2_t7,4468,
RF_20_pruned_with_sigma_0_3_t7,4596,
RF_20_t8,3527,
RF_20_pruned_with_sigma_0_0_t8,3570,
RF_20_pruned_with_sigma_0_1_t8,3617,
RF_20_pruned_with_sigma_0_2_t8,3829,
RF_20_pruned_with_sigma_0_3_t8,3927,
RF_20_t9,3028,
RF_20_pruned_with_sigma_0_0_t9,3092,
RF_20_pruned_with_sigma_0_1_t9,3128,
RF_20_pruned_with_sigma_0_2_t9,3319,
RF_20_pruned_with_sigma_0_3_t9,3400,
RF_20_t10,2643,
RF_20_pruned_with_sigma_0_0_t10,2703,
RF_20_pruned_with_sigma_0_1_t10,2729,
RF_20_pruned_with_sigma_0_2_t10,2910,
RF_20_pruned_with_sigma_0_3_t10,2991,
RF_20_t11,2243,
RF_20_pruned_with_sigma_0_0_t11,2311,
RF_20_pruned_with_sigma_0_1_t11,2312,
RF_20_pruned_with_sigma_0_2_t11,2484,
RF_20_pruned_with_sigma_0_3_t11,2612,
RF_20_t12,1924,
RF_20_pruned_with_sigma_0_0_t12,1965,
RF_20_pruned_with_sigma_0_1_t12,1984,
RF_20_pruned_with_sigma_0_2_t12,2132,
RF_20_pruned_with_sigma_0_3_t12,2277,
RF_20_t13,1642,
RF_20_pruned_with_sigma_0_0_t13,1675,
RF_20_pruned_with_sigma_0_1_t13,1689,
RF_20_pruned_with_sigma_0_2_t13,1801,
RF_20_pruned_with_sigma_0_3_t13,1954,
RF_20_t14,1397,
RF_20_pruned_with_sigma_0_0_t14,1439,
RF_20_pruned_with_sigma_0_1_t14,1448,
RF_20_pruned_with_sigma_0_2_t14,1556,
RF_20_pruned_with_sigma_0_3_t14,1687,
RF_20_t15,1182,
RF_20_pruned_with_sigma_0_0_t15,1237,
RF_20_pruned_with_sigma_0_1_t15,1236,
RF_20_pruned_with_sigma_0_2_t15,1318,
RF_20_pruned_with_sigma_0_3_t15,1449,
RF_20_t16,973,
RF_20_pruned_with_sigma_0_0_t16,1043,
RF_20_pruned_with_sigma_0_1_t16,1036,
RF_20_pruned_with_sigma_0_2_t16,1097,
RF_20_pruned_with_sigma_0_3_t16,1222,
RF_20_t17,810,
RF_20_pruned_with_sigma_0_0_t17,877,
RF_20_pruned_with_sigma_0_1_t17,869,
RF_20_pruned_with_sigma_0_2_t17,908,
RF_20_pruned_with_sigma_0_3_t17,1024,
RF_20_t18,640,
RF_20_pruned_with_sigma_0_0_t18,694,
RF_20_pruned_with_sigma_0_1_t18,696,
RF_20_pruned_with_sigma_0_2_t18,719,
RF_20_pruned_with_sigma_0_3_t18,803,
RF_20_t19,506,
RF_20_pruned_with_sigma_0_0_t19,561,
RF_20_pruned_with_sigma_0_1_t19,557,
RF_20_pruned_with_sigma_0_2_t19,570,
RF_20_pruned_with_sigma_0_3_t19,640,
RF_20_t20,394,
RF_20_pruned_with_sigma_0_0_t20,440,
RF_20_pruned_with_sigma_0_1_t20,439,
RF_20_pruned_with_sigma_0_2_t20,438,
RF_20_pruned_with_sigma_0_3_t20,498,
RF_20_t21,289,
RF_20_pruned_with_sigma_0_0_t21,340,
RF_20_pruned_with_sigma_0_1_t21,345,
RF_20_pruned_with_sigma_0_2_t21,344,
RF_20_pruned_with_sigma_0_3_t21,375,
RF_20_t22,222,
RF_20_pruned_with_sigma_0_0_t22,262,
RF_20_pruned_with_sigma_0_1_t22,261,
RF_20_pruned_with_sigma_0_2_t22,267,
RF_20_pruned_with_sigma_0_3_t22,285,
RF_20_t23,157,
RF_20_pruned_with_sigma_0_0_t23,184,
RF_20_pruned_with_sigma_0_1_t23,186,
RF_20_pruned_with_sigma_0_2_t23,181,
RF_20_pruned_with_sigma_0_3_t23,202,
RF_20_t24,123,
RF_20_pruned_with_sigma_0_0_t24,141,
RF_20_pruned_with_sigma_0_1_t24,145,
RF_20_pruned_with_sigma_0_2_t24,139,
RF_20_pruned_with_sigma_0_3_t24,134,
RF_20_t25,103,
RF_20_pruned_with_sigma_0_0_t25,114,
RF_20_pruned_with_sigma_0_1_t25,113,
RF_20_pruned_with_sigma_0_2_t25,108,
RF_20_pruned_with_sigma_0_3_t25,103,
