Frequency,DSF_RF_leq2,DSF_RF_leq3,DSF_RF_leq4,DSF_RF_leq5,DSF_RF_leq6,DSF_RF_leq7,Normal Features,DT Classifier_10,RF Classifier_10,DT Classifier_10,RF Classifier_10
t2,0.7707993953502935,0.801111819075891,0.7584226745903393,0.768403964137497,0.767451946419012,0.7666534441983544,0.7951537437315881,0.8552257373365159,0.8592796687856568
t3,0.8065169132534402,0.7931266695488253,0.7907619885913298,0.794140168915618,0.794140168915618,0.794140168915618,0.7951537437315881,0.8552257373365159,0.8592796687856568
t4,0.8103252670617941,0.7654862265640708,0.7689259639858441,0.7689259639858441,0.768925963985844,0.7689259639858441,0.7951537437315881,0.8552257373365159,0.8592796687856568
t5,0.7996375610148065,0.7419611165120148,0.7416232739586033,0.7416232739586033,0.741623273958603,0.7416232739586033,0.7951537437315881,0.8552257373365159,0.8592796687856568
t6,0.7915296509607888,0.7582382626544304,0.7582382626544304,0.7582382626544304,0.75823826265443,0.7582382626544304,0.7951537437315881,0.8552257373365159,0.8592796687856568
t7,0.7857867047986808,0.7870764471812375,0.7870764471812375,0.7870764471812375,0.787076447181237,0.7870764471812375,0.7951537437315881,0.8552257373365159,0.8592796687856568
t8,0.7879979315608059,0.776450345387471,0.776450345387471,0.776450345387471,0.776450345387471,0.776450345387471,0.7951537437315881,0.8552257373365159,0.8592796687856568
t9,0.7809342522665876,0.7536624020905458,0.7536624020905458,0.7536624020905458,0.753662402090546,0.7536624020905458,0.7951537437315881,0.8552257373365159,0.8592796687856568
t10,0.7731027691357033,0.7671754629089957,0.7671754629089957,0.7671754629089957,0.767175462908996,0.7671754629089957,0.7951537437315881,0.8552257373365159,0.8592796687856568
t11,0.7687725050749004,0.7650564303258914,0.7650564303258914,0.7650564303258914,0.765056430325891,0.7650564303258914,0.7951537437315881,0.8552257373365159,0.8592796687856568
t12,0.7766960409175978,0.7677589868458133,0.7677589868458133,0.7677589868458133,0.767758986845813,0.7677589868458133,0.7951537437315881,0.8552257373365159,0.8592796687856568
t13,0.7722120585893041,0.7609717580525965,0.7609717580525965,0.7609717580525965,0.760971758052597,0.7609717580525965,0.7951537437315881,0.8552257373365159,0.8592796687856568
t14,0.77688025951499,0.7598968430555256,0.7598968430555256,0.7598968430555256,0.759896843055526,0.7598968430555256,0.7951537437315881,0.8552257373365159,0.8592796687856568
t15,0.7838211122642261,0.7629372374132853,0.7629372374132853,0.7629372374132853,0.762937237413285,0.7629372374132853,0.7951537437315881,0.8552257373365159,0.8592796687856568
t16,0.7701852201852202,0.7594975565783948,0.7594975565783948,0.7594975565783948,0.759497556578395,0.7594975565783948,0.7951537437315881,0.8552257373365159,0.8592796687856568
t17,0.7636129460979759,0.7687418396999235,0.7687418396999235,0.7687418396999235,0.768741839699923,0.7687418396999235,0.7951537437315881,0.8552257373365159,0.8592796687856568
t18,0.7620158520607622,0.7530174342300091,0.7530174342300091,0.7530174342300091,0.753017434230009,0.7530174342300091,0.7951537437315881,0.8552257373365159,0.8592796687856568
t19,0.7734406069735412,0.767052443025497,0.767052443025497,0.767052443025497,0.767052443025497,0.767052443025497,0.7951537437315881,0.8552257373365159,0.8592796687856568
t20,0.7931881040413973,0.7900863129156542,0.7900863129156542,0.7900863129156542,0.790086312915654,0.7900863129156542,0.7951537437315881,0.8552257373365159,0.8592796687856568
t21,0.7671445947643553,0.7770953085324341,0.7770953085324341,0.7770953085324341,0.777095308532434,0.7770953085324341,0.7951537437315881,0.8552257373365159,0.8592796687856568
t22,0.7846504543360832,0.7840054723288257,0.7840054723288257,0.7840054723288257,0.784005472328826,0.7840054723288257,0.7951537437315881,0.8552257373365159,0.8592796687856568
t23,0.7715979070020986,0.7658241870068216,0.7658241870068216,0.7658241870068216,0.765824187006822,0.7658241870068216,0.7951537437315881,0.8552257373365159,0.8592796687856568
t24,0.7711066715557733,0.7676362734745968,0.7676362734745968,0.7676362734745968,0.767636273474597,0.7676362734745968,0.7951537437315881,0.8552257373365159,0.8592796687856568
t25,0.7615861029783185,0.7534168244497585,0.7534168244497585,0.7534168244497585,0.753416824449758,0.7534168244497585,0.7951537437315881,0.8552257373365159,0.8592796687856568
