Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2157.0,368.0,0,0.854,0.146,
0,2,631.0,1445.0,1,0.304,0.696,
1,0,0.0,0.0,0,0,0,
1,1,1844.0,1395.0,0,0.569,0.431,
1,2,944.0,418.0,0,0.693,0.307,
2,0,0.0,0.0,0,0,0,
2,1,1093.0,108.0,0,0.91,0.09,
2,2,1695.0,1705.0,1,0.499,0.501,
3,0,0.0,0.0,0,0,0,
3,1,2314.0,1628.0,0,0.587,0.413,
3,2,474.0,185.0,0,0.719,0.281,
4,0,0.0,0.0,0,0,0,
4,1,48.0,6.0,0,0.889,0.111,
4,2,2740.0,1807.0,0,0.603,0.397,
5,0,0.0,0.0,0,0,0,
5,1,2735.0,1459.0,0,0.652,0.348,
5,2,53.0,354.0,1,0.13,0.87,
6,0,0.0,0.0,0,0,0,
6,1,1443.0,207.0,0,0.875,0.125,
6,2,1345.0,1606.0,1,0.456,0.544,
7,0,0.0,0.0,0,0,0,
7,1,2307.0,497.0,0,0.823,0.177,
7,2,481.0,1316.0,1,0.268,0.732,
8,0,0.0,0.0,0,0,0,
8,1,2586.0,1268.0,0,0.671,0.329,
8,2,202.0,545.0,1,0.27,0.73,
9,0,0.0,0.0,0,0,0,
9,1,2459.0,1723.0,0,0.588,0.412,
9,2,329.0,90.0,0,0.785,0.215,
10,0,0.0,0.0,0,0,0,
10,1,2129.0,1591.0,0,0.572,0.428,
10,2,659.0,222.0,0,0.748,0.252,
11,0,0.0,0.0,0,0,0,
11,1,2249.0,747.0,0,0.751,0.249,
11,2,539.0,1066.0,1,0.336,0.664,
12,0,0.0,0.0,0,0,0,
12,1,2060.0,1712.0,0,0.546,0.454,
12,2,728.0,101.0,0,0.878,0.122,
13,0,0.0,0.0,0,0,0,
13,1,257.0,9.0,0,0.966,0.034,
13,2,2531.0,1804.0,0,0.584,0.416,
14,0,0.0,0.0,0,0,0,
14,1,2595.0,1223.0,0,0.68,0.32,
14,2,193.0,590.0,1,0.246,0.754,
15,0,0.0,0.0,0,0,0,
15,1,2495.0,1756.0,0,0.587,0.413,
15,2,293.0,57.0,0,0.837,0.163,
16,0,0.0,0.0,0,0,0,
16,1,2344.0,1796.0,0,0.566,0.434,
16,2,444.0,17.0,0,0.963,0.037,
17,0,0.0,0.0,0,0,0,
17,1,17.0,5.0,0,0.773,0.227,
17,2,2771.0,1808.0,0,0.605,0.395,
18,0,0.0,0.0,0,0,0,
18,1,574.0,37.0,0,0.939,0.061,
18,2,2214.0,1776.0,0,0.555,0.445,
19,0,0.0,0.0,0,0,0,
19,1,1456.0,1014.0,0,0.589,0.411,
19,2,1332.0,799.0,0,0.625,0.375,
20,0,0.0,0.0,0,0,0,
20,1,2118.0,355.0,0,0.856,0.144,
20,2,670.0,1458.0,1,0.315,0.685,
21,0,0.0,0.0,0,0,0,
21,1,2604.0,1448.0,0,0.643,0.357,
21,2,184.0,365.0,1,0.335,0.665,
22,0,0.0,0.0,0,0,0,
22,1,1334.0,782.0,0,0.63,0.37,
22,2,1454.0,1031.0,0,0.585,0.415,
23,0,0.0,0.0,0,0,0,
23,1,2494.0,1733.0,0,0.59,0.41,
23,2,294.0,80.0,0,0.786,0.214,
24,0,0.0,0.0,0,0,0,
24,1,2550.0,724.0,0,0.779,0.221,
