Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2513.0,704.0,0,0.781,0.219,
0,2,275.0,1109.0,1,0.199,0.801,
1,0,0.0,0.0,0,0,0,
1,1,2191.0,388.0,0,0.85,0.15,
1,2,597.0,1425.0,1,0.295,0.705,
2,0,0.0,0.0,0,0,0,
2,1,2748.0,1149.0,0,0.705,0.295,
2,2,40.0,664.0,1,0.057,0.943,
3,0,0.0,0.0,0,0,0,
3,1,1417.0,945.0,0,0.6,0.4,
3,2,1371.0,868.0,0,0.612,0.388,
4,0,0.0,0.0,0,0,0,
4,1,2069.0,325.0,0,0.864,0.136,
4,2,719.0,1488.0,1,0.326,0.674,
5,0,0.0,0.0,0,0,0,
5,1,2016.0,1805.0,0,0.528,0.472,
5,2,772.0,8.0,0,0.99,0.01,
6,0,0.0,0.0,0,0,0,
6,1,2314.0,1628.0,0,0.587,0.413,
6,2,474.0,185.0,0,0.719,0.281,
7,0,0.0,0.0,0,0,0,
7,1,1093.0,108.0,0,0.91,0.09,
7,2,1695.0,1705.0,1,0.499,0.501,
8,0,0.0,0.0,0,0,0,
8,1,1207.0,128.0,0,0.904,0.096,
8,2,1581.0,1685.0,1,0.484,0.516,
9,0,0.0,0.0,0,0,0,
9,1,2052.0,1547.0,0,0.57,0.43,
9,2,736.0,266.0,0,0.735,0.265,
10,0,0.0,0.0,0,0,0,
10,1,2767.0,1719.0,0,0.617,0.383,
10,2,21.0,94.0,1,0.183,0.817,
11,0,0.0,0.0,0,0,0,
11,1,2285.0,468.0,0,0.83,0.17,
11,2,503.0,1345.0,1,0.272,0.728,
12,0,0.0,0.0,0,0,0,
12,1,1363.0,159.0,0,0.896,0.104,
12,2,1425.0,1654.0,1,0.463,0.537,
13,0,0.0,0.0,0,0,0,
13,1,1443.0,207.0,0,0.875,0.125,
13,2,1345.0,1606.0,1,0.456,0.544,
14,0,0.0,0.0,0,0,0,
14,1,2583.0,745.0,0,0.776,0.224,
14,2,205.0,1068.0,1,0.161,0.839,
15,0,0.0,0.0,0,0,0,
15,1,2661.0,834.0,0,0.761,0.239,
15,2,127.0,979.0,1,0.115,0.885,
16,0,0.0,0.0,0,0,0,
16,1,2245.0,417.0,0,0.843,0.157,
16,2,543.0,1396.0,1,0.28,0.72,
17,0,0.0,0.0,0,0,0,
17,1,1259.0,647.0,0,0.661,0.339,
17,2,1529.0,1166.0,0,0.567,0.433,
18,0,0.0,0.0,0,0,0,
18,1,2327.0,512.0,0,0.82,0.18,
18,2,461.0,1301.0,1,0.262,0.738,
19,0,0.0,0.0,0,0,0,
19,1,2100.0,334.0,0,0.863,0.137,
19,2,688.0,1479.0,1,0.317,0.683,
20,0,0.0,0.0,0,0,0,
20,1,1605.0,273.0,0,0.855,0.145,
20,2,1183.0,1540.0,1,0.434,0.566,
21,0,2788.0,1813.0,0,0.606,0.394,
21,1,0.0,0.0,0,0,0,
21,2,0.0,0.0,0,0,0,
22,0,0.0,0.0,0,0,0,
22,1,574.0,37.0,0,0.939,0.061,
22,2,2214.0,1776.0,0,0.555,0.445,
23,0,0.0,0.0,0,0,0,
23,1,769.0,63.0,0,0.924,0.076,
23,2,2019.0,1750.0,0,0.536,0.464,
24,0,0.0,0.0,0,0,0,
24,1,2418.0,611.0,0,0.798,0.202,
24,2,370.0,1202.0,1,0.235,0.765,
25,0,0.0,0.0,0,0,0,
25,1,2638.0,801.0,0,0.767,0.233,
25,2,150.0,1012.0,1,0.129,0.871,
26,0,0.0,0.0,0,0,0,
26,1,2584.0,1364.0,0,0.655,0.345,
26,2,204.0,449.0,1,0.312,0.688,
27,0,0.0,0.0,0,0,0,
27,1,2615.0,773.0,0,0.772,0.228,
27,2,173.0,1040.0,1,0.143,0.857,
28,0,0.0,0.0,0,0,0,
28,1,2157.0,368.0,0,0.854,0.146,
28,2,631.0,1445.0,1,0.304,0.696,
29,0,0.0,0.0,0,0,0,
29,1,1271.0,677.0,0,0.652,0.348,
29,2,1517.0,1136.0,0,0.572,0.428,
30,0,0.0,0.0,0,0,0,
30,1,1295.0,724.0,0,0.641,0.359,
30,2,1493.0,1089.0,0,0.578,0.422,
31,0,0.0,0.0,0,0,0,
31,1,1500.0,1093.0,0,0.578,0.422,
31,2,1288.0,720.0,0,0.641,0.359,
32,0,0.0,0.0,0,0,0,
32,1,2342.0,1768.0,0,0.57,0.43,
32,2,446.0,45.0,0,0.908,0.092,
