Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2072.0,434.0,0,0.827,0.173,
0,2,716.0,1379.0,1,0.342,0.658,
0,3,0.0,0.0,0,0,0,
0,4,0.0,0.0,0,0,0,
1,0,0.0,0.0,0,0,0,
1,1,2760.0,1271.0,0,0.685,0.315,
1,2,28.0,542.0,1,0.049,0.951,
1,3,0.0,0.0,0,0,0,
1,4,0.0,0.0,0,0,0,
2,0,0.0,0.0,0,0,0,
2,1,2755.0,1261.0,0,0.686,0.314,
2,2,33.0,552.0,1,0.056,0.944,
2,3,0.0,0.0,0,0,0,
2,4,0.0,0.0,0,0,0,
3,0,0.0,0.0,0,0,0,
3,1,2168.0,788.0,0,0.733,0.267,
3,2,620.0,1025.0,1,0.377,0.623,
3,3,0.0,0.0,0,0,0,
3,4,0.0,0.0,0,0,0,
4,0,0.0,0.0,0,0,0,
4,1,2719.0,1564.0,0,0.635,0.365,
4,2,69.0,249.0,1,0.217,0.783,
4,3,0.0,0.0,0,0,0,
4,4,0.0,0.0,0,0,0,
5,0,0.0,0.0,0,0,0,
5,1,2747.0,1070.0,0,0.72,0.28,
5,2,41.0,743.0,1,0.052,0.948,
5,3,0.0,0.0,0,0,0,
5,4,0.0,0.0,0,0,0,
6,0,0.0,0.0,0,0,0,
6,1,2620.0,1012.0,0,0.721,0.279,
6,2,168.0,801.0,1,0.173,0.827,
6,3,0.0,0.0,0,0,0,
6,4,0.0,0.0,0,0,0,
7,0,0.0,0.0,0,0,0,
7,1,2743.0,1258.0,0,0.686,0.314,
7,2,45.0,555.0,1,0.075,0.925,
7,3,0.0,0.0,0,0,0,
7,4,0.0,0.0,0,0,0,
8,0,0.0,0.0,0,0,0,
8,1,2016.0,1805.0,0,0.528,0.472,
8,2,772.0,8.0,0,0.99,0.01,
8,3,0.0,0.0,0,0,0,
8,4,0.0,0.0,0,0,0,
9,0,0.0,0.0,0,0,0,
9,1,2204.0,651.0,0,0.772,0.228,
9,2,584.0,1162.0,1,0.334,0.666,
9,3,0.0,0.0,0,0,0,
9,4,0.0,0.0,0,0,0,
10,0,0.0,0.0,0,0,0,
10,1,2615.0,1269.0,0,0.673,0.327,
10,2,173.0,544.0,1,0.241,0.759,
10,3,0.0,0.0,0,0,0,
10,4,0.0,0.0,0,0,0,
11,0,0.0,0.0,0,0,0,
11,1,1417.0,945.0,0,0.6,0.4,
11,2,1371.0,868.0,0,0.612,0.388,
11,3,0.0,0.0,0,0,0,
11,4,0.0,0.0,0,0,0,
12,0,0.0,0.0,0,0,0,
12,1,1762.0,1775.0,1,0.498,0.502,
12,2,1026.0,38.0,0,0.964,0.036,
12,3,0.0,0.0,0,0,0,
12,4,0.0,0.0,0,0,0,
13,0,0.0,0.0,0,0,0,
13,1,2542.0,1126.0,0,0.693,0.307,
13,2,246.0,687.0,1,0.264,0.736,
13,3,0.0,0.0,0,0,0,
13,4,0.0,0.0,0,0,0,
14,0,0.0,0.0,0,0,0,
14,1,2193.0,808.0,0,0.731,0.269,
14,2,595.0,1005.0,1,0.372,0.628,
14,3,0.0,0.0,0,0,0,
14,4,0.0,0.0,0,0,0,
15,0,0.0,0.0,0,0,0,
15,1,2470.0,1754.0,0,0.585,0.415,
15,2,318.0,59.0,0,0.844,0.156,
