Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2118.0,355.0,0,0.856,0.144,
0,2,670.0,1458.0,1,0.315,0.685,
1,0,0.0,0.0,0,0,0,
1,1,2638.0,801.0,0,0.767,0.233,
1,2,150.0,1012.0,1,0.129,0.871,
2,0,0.0,0.0,0,0,0,
2,1,1259.0,647.0,0,0.661,0.339,
2,2,1529.0,1166.0,0,0.567,0.433,
3,0,0.0,0.0,0,0,0,
3,1,2550.0,724.0,0,0.779,0.221,
3,2,238.0,1089.0,1,0.179,0.821,
4,0,0.0,0.0,0,0,0,
4,1,2347.0,539.0,0,0.813,0.187,
4,2,441.0,1274.0,1,0.257,0.743,
5,0,0.0,0.0,0,0,0,
5,1,2748.0,1102.0,0,0.714,0.286,
5,2,40.0,711.0,1,0.053,0.947,
6,0,0.0,0.0,0,0,0,
6,1,1334.0,782.0,0,0.63,0.37,
6,2,1454.0,1031.0,0,0.585,0.415,
7,0,0.0,0.0,0,0,0,
7,1,2069.0,325.0,0,0.864,0.136,
7,2,719.0,1488.0,1,0.326,0.674,
8,0,2788.0,1813.0,0,0.606,0.394,
8,1,0.0,0.0,0,0,0,
8,2,0.0,0.0,0,0,0,
9,0,0.0,0.0,0,0,0,
9,1,1443.0,207.0,0,0.875,0.125,
9,2,1345.0,1606.0,1,0.456,0.544,
10,0,0.0,0.0,0,0,0,
10,1,2615.0,773.0,0,0.772,0.228,
10,2,173.0,1040.0,1,0.143,0.857,
11,0,0.0,0.0,0,0,0,
11,1,2387.0,579.0,0,0.805,0.195,
11,2,401.0,1234.0,1,0.245,0.755,
12,0,0.0,0.0,0,0,0,
12,1,2245.0,417.0,0,0.843,0.157,
12,2,543.0,1396.0,1,0.28,0.72,
