Feature ,Leaf id,Y = 0,Y = 1, Preferred Class, P(Y) = 0,P(Y) = 1,
0,0,0.0,0.0,0,0,0,
0,1,2157.0,368.0,0,0.854,0.146,
0,2,631.0,1445.0,1,0.304,0.696,
1,0,0.0,0.0,0,0,0,
1,1,1093.0,108.0,0,0.91,0.09,
1,2,1695.0,1705.0,1,0.499,0.501,
2,0,0.0,0.0,0,0,0,
2,1,2314.0,1628.0,0,0.587,0.413,
2,2,474.0,185.0,0,0.719,0.281,
3,0,0.0,0.0,0,0,0,
3,1,17.0,5.0,0,0.773,0.227,
3,2,2771.0,1808.0,0,0.605,0.395,
4,0,0.0,0.0,0,0,0,
4,1,1456.0,1014.0,0,0.589,0.411,
4,2,1332.0,799.0,0,0.625,0.375,
5,0,0.0,0.0,0,0,0,
5,1,2550.0,724.0,0,0.779,0.221,
5,2,238.0,1089.0,1,0.179,0.821,
6,0,0.0,0.0,0,0,0,
6,1,2638.0,801.0,0,0.767,0.233,
6,2,150.0,1012.0,1,0.129,0.871,
7,0,0.0,0.0,0,0,0,
7,1,2078.0,1805.0,0,0.535,0.465,
7,2,710.0,8.0,0,0.989,0.011,
8,0,0.0,0.0,0,0,0,
8,1,2048.0,304.0,0,0.871,0.129,
8,2,740.0,1509.0,1,0.329,0.671,
9,0,0.0,0.0,0,0,0,
9,1,2245.0,417.0,0,0.843,0.157,
9,2,543.0,1396.0,1,0.28,0.72,
10,0,0.0,0.0,0,0,0,
10,1,2748.0,1102.0,0,0.714,0.286,
10,2,40.0,711.0,1,0.053,0.947,
11,0,0.0,0.0,0,0,0,
11,1,1271.0,677.0,0,0.652,0.348,
11,2,1517.0,1136.0,0,0.572,0.428,
12,0,0.0,0.0,0,0,0,
12,1,670.0,38.0,0,0.946,0.054,
12,2,2118.0,1775.0,0,0.544,0.456,
13,0,0.0,0.0,0,0,0,
13,1,2700.0,947.0,0,0.74,0.26,
13,2,88.0,866.0,1,0.092,0.908,
14,0,0.0,0.0,0,0,0,
14,1,1539.0,1147.0,0,0.573,0.427,
14,2,1249.0,666.0,0,0.652,0.348,
15,0,0.0,0.0,0,0,0,
15,1,2304.0,739.0,0,0.757,0.243,
15,2,484.0,1074.0,1,0.311,0.689,
16,0,0.0,0.0,0,0,0,
16,1,1207.0,128.0,0,0.904,0.096,
16,2,1581.0,1685.0,1,0.484,0.516,
17,0,0.0,0.0,0,0,0,
17,1,2048.0,510.0,0,0.801,0.199,
17,2,740.0,1303.0,1,0.362,0.638,
18,0,0.0,0.0,0,0,0,
18,1,769.0,63.0,0,0.924,0.076,
18,2,2019.0,1750.0,0,0.536,0.464,
19,0,0.0,0.0,0,0,0,
19,1,2327.0,512.0,0,0.82,0.18,
19,2,461.0,1301.0,1,0.262,0.738,
20,0,0.0,0.0,0,0,0,
20,1,2688.0,903.0,0,0.749,0.251,
20,2,100.0,910.0,1,0.099,0.901,
21,0,0.0,0.0,0,0,0,
21,1,2285.0,468.0,0,0.83,0.17,
21,2,503.0,1345.0,1,0.272,0.728,
22,0,0.0,0.0,0,0,0,
22,1,1363.0,159.0,0,0.896,0.104,
22,2,1425.0,1654.0,1,0.463,0.537,
23,0,0.0,0.0,0,0,0,
23,1,1295.0,149.0,0,0.897,0.103,
23,2,1493.0,1664.0,1,0.473,0.527,
24,0,0.0,0.0,0,0,0,
24,1,994.0,85.0,0,0.921,0.079,
